order_id,product_id,quantity,unit_price
O000001247,P0165,3,120.17
O000001248,P0201,1,770.58
O000001249,P0050,2,1000.58
O000001249,P0199,1,3427.05
O000001250,P0124,2,2199.67
O000001250,P0083,2,1021.81
O000001250,P0103,2,307.09
O000001251,P0123,1,2360.49
O000001251,P0110,3,76.97
O000001251,P0196,2,1312.15
O000001252,P0072,1,620.23
O000001252,P0207,3,1487.4
O000001253,P0024,2,704.04
O000001253,P0037,2,6463.97
O000001253,P0151,3,929.62
O000001254,P0034,1,677.28
O000001254,P0066,1,429.67
O000001255,P0208,1,921.83
O000001255,P0051,1,226.69
O000001256,P0101,1,792.34
O000001256,P0009,2,2162.5
O000001256,P0096,2,91.06
O000001257,P0228,1,1681.64
O000001257,P0006,2,3249.36
O000001258,P0089,3,141.21
O000001258,P0069,2,1341.24
O000001258,P0220,3,1745.88
O000001259,P0164,3,354.01
O000001260,P0170,3,962.11
O000001261,P0223,3,1924.97
O000001261,P0135,2,1234.43
O000001261,P0195,2,711.58
O000001261,P0094,2,97.56
O000001262,P0145,3,1194.24
O000001262,P0101,2,792.34
O000001262,P0159,1,1103.2
O000001262,P0211,3,771.56
O000001263,P0230,3,880.1
O000001263,P0089,18,141.21
O000001264,P0072,3,620.23
O000001264,P0008,1,635.96
O000001264,P0129,3,1128.49
O000001265,P0176,2,4160.75
O000001265,P0060,1,559.15
O000001265,P0182,1,719.4
O000001265,P0170,1,962.11
O000001266,P0155,3,229.8
O000001266,P0005,3,398.24
O000001266,P0105,3,5475.98
O000001266,P0079,1,1858.97
O000001267,P0110,1,76.97
O000001267,P0221,2,243.98
O000001268,P0237,3,405.01
O000001268,P0091,2,729.68
O000001269,P0163,3,233.09
O000001269,P0010,3,559.04
O000001270,P0246,3,919.05
O000001270,P0059,3,3044.59
O000001270,P0252,3,670.64
O000001271,P0039,2,1408.29
O000001271,P0150,2,438.66
O000001271,P0017,2,361.9
O000001272,P0082,3,507.24
O000001272,P0066,2,429.67
O000001272,P0151,1,929.62
O000001272,P0242,3,2772.71
O000001273,P0006,2,3249.36
O000001273,P0039,2,1408.29
O000001273,P0182,1,719.4
O000001274,P0146,3,770.46
O000001274,P0053,1,9080.08
O000001274,P0213,2,324.68
O000001275,P0153,2,293.43
O000001275,P0257,3,589.97
O000001276,P0197,2,1000.71
O000001276,P0113,3,1943.41
O000001277,P0077,1,1289.72
O000001278,P0059,1,3044.59
O000001278,P0220,1,1745.88
O000001278,P0122,1,932.72
O000001279,P0042,1,2742.72
O000001280,P0127,3,626.72
O000001280,P0233,1,422.25
O000001280,P0079,1,1858.97
O000001280,P0197,1,1000.71
O000001281,P0057,2,741.32
O000001281,P0250,2,800.77
O000001281,P0014,1,1226.26
O000001281,P0254,2,275.2
O000001282,P0045,1,853.56
O000001282,P0187,2,2001.2
O000001283,P0240,1,399.05
O000001283,P0079,2,1858.97
O000001283,P0030,2,1066.38
O000001283,P0088,1,1316.83
O000001284,P0188,2,630.05
O000001284,P0198,1,1551.7
O000001284,P0046,3,1438.94
O000001285,P0001,2,943.15
O000001285,P0191,2,248.74
O000001285,P0028,1,365.49
O000001285,P0060,1,559.15
O000001286,P0012,3,567.02
O000001287,P0009,3,2162.5
O000001287,P0252,3,670.64
O000001287,P0173,2,978.54
O000001287,P0256,3,2055.29
O000001288,P0056,1,200.3
O000001288,P0024,1,704.04
O000001288,P0110,3,76.97
O000001288,P0019,3,1026.16
O000001289,P0121,1,85.69
O000001290,P0143,2,1078.5
O000001291,P0061,1,919.94
O000001291,P0229,3,616.91
O000001291,P0039,2,1408.29
O000001292,P0016,1,640.95
O000001292,P0166,1,189.39
O000001292,P0078,3,890.51
O000001292,P0037,2,6463.97
O000001293,P0023,3,180.37
O000001294,P0249,3,2110.11
O000001294,P0193,1,576.46
O000001294,P0188,3,630.05
O000001294,P0007,1,284.57
O000001295,P0187,2,2001.2
O000001295,P0203,2,100.64
O000001295,P0124,2,2199.67
O000001296,P0130,3,800.0
O000001297,P0228,1,1681.64
O000001297,P0247,1,600.94
O000001298,P0154,1,669.33
O000001298,P0089,3,141.21
O000001298,P0199,3,3427.05
O000001299,P0031,1,239.07
O000001300,P0004,2,1607.47
O000001300,P0131,3,2208.18
O000001301,P0251,3,145.62
O000001301,P0163,2,233.09
O000001301,P0136,2,73.57
O000001302,P0253,3,719.13
O000001303,P0227,3,143.83
O000001304,P0097,1,219.95
O000001304,P0229,2,616.91
O000001304,P0173,2,978.54
O000001304,P0241,2,321.57
O000001305,P0164,3,354.01
O000001305,P0226,1,879.87
O000001306,P0167,2,569.78
O000001307,P0014,1,1226.26
O000001307,P0253,3,719.13
O000001308,P0235,1,1511.47
O000001308,P0205,1,1049.59
O000001308,P0136,3,73.57
O000001308,P0237,1,405.01
O000001309,P0157,3,560.9
O000001309,P0260,3,1332.85
O000001309,P0116,1,1041.5
O000001310,P0025,1,1613.81
O000001310,P0043,1,727.81
O000001310,P0115,1,1051.96
O000001311,P0110,1,76.97
O000001311,P0002,2,928.04
O000001312,P0034,3,677.28
O000001313,P0238,2,4197.54
O000001313,P0043,3,727.81
O000001313,P0228,2,1681.64
O000001314,P0250,2,800.77
O000001314,P0027,1,662.73
O000001314,P0165,1,120.17
O000001315,P0232,2,216.83
O000001315,P0229,2,616.91
O000001315,P0163,1,233.09
O000001316,P0144,1,545.07
O000001317,P0196,2,1312.15
O000001317,P0097,3,219.95
O000001317,P0191,2,248.74
O000001318,P0003,3,719.42
O000001318,P0014,3,1226.26
O000001318,P0198,1,1551.7
O000001318,P0098,3,2521.17
O000001319,P0099,1,387.16
O000001319,P0053,2,9080.08
O000001320,P0128,3,3339.89
O000001320,P0022,2,1465.58
O000001320,P0236,1,2584.97
O000001321,P0029,2,251.38
O000001321,P0242,2,2772.71
O000001322,P0009,2,2162.5
O000001323,P0148,1,674.33
O000001323,P0103,2,307.09
O000001323,P0202,2,2946.54
O000001324,P0166,3,189.39
O000001324,P0255,3,686.06
O000001324,P0062,2,6655.67
O000001324,P0113,3,1943.41
O000001325,P0153,3,293.43
O000001326,P0046,3,1438.94
O000001327,P0228,3,1681.64
O000001327,P0134,1,648.85
O000001327,P0135,2,1234.43
O000001328,P0097,1,219.95
O000001328,P0177,2,760.45
O000001328,P0119,2,171.2
O000001328,P0111,2,1653.8
O000001329,P0229,2,616.91
O000001329,P0194,2,5639.7
O000001330,P0099,3,387.16
O000001330,P0001,2,943.15
O000001331,P0056,2,200.3
O000001331,P0226,2,879.87
O000001331,P0045,2,853.56
O000001331,P0051,1,226.69
O000001332,P0204,3,765.68
O000001332,P0035,1,892.12
O000001333,P0143,2,1078.5
O000001334,P0251,3,145.62
O000001335,P0045,1,853.56
O000001335,P0080,1,1165.32
O000001335,P0014,1,1226.26
O000001336,P0237,2,405.01
O000001336,P0115,3,1051.96
O000001337,P0036,2,7403.67
O000001337,P0186,3,172.55
O000001337,P0259,3,5328.55
O000001338,P0109,3,980.42
O000001338,P0217,3,1400.56
O000001338,P0241,3,321.57
O000001338,P0259,1,5328.55
O000001339,P0136,2,73.57
O000001339,P0123,3,2360.49
O000001339,P0129,2,1128.49
O000001340,P0096,2,91.06
O000001341,P0084,2,913.73
O000001341,P0216,3,402.74
O000001342,P0221,1,243.98
O000001342,P0041,1,704.42
O000001342,P0156,3,120.71
O000001342,P0088,3,1316.83
O000001343,P0190,1,218.32
O000001343,P0054,1,597.64
O000001343,P0059,1,3044.59
O000001343,P0245,1,198.62
O000001344,P0067,2,204.08
O000001344,P0088,3,1316.83
O000001345,P0253,1,719.13
O000001346,P0003,2,719.42
O000001346,P0131,2,2208.18
O000001346,P0103,2,307.09
O000001346,P0156,1,120.71
O000001347,P0203,1,100.64
O000001347,P0156,1,120.71
O000001347,P0090,3,1902.53
O000001348,P0022,2,1465.58
O000001348,P0168,2,708.49
O000001349,P0114,3,1741.51
O000001349,P0115,3,1051.96
O000001350,P0026,1,3039.38
O000001351,P0246,3,919.05
O000001351,P0156,3,120.71
O000001352,P0222,3,179.33
O000001353,P0208,2,921.83
O000001353,P0003,1,719.42
O000001354,P0117,3,3061.63
O000001354,P0221,3,243.98
O000001354,P0216,2,402.74
O000001354,P0197,3,1000.71
O000001355,P0078,1,890.51
O000001355,P0037,1,6463.97
O000001356,P0149,3,903.97
O000001356,P0022,2,1465.58
O000001356,P0011,3,3183.21
O000001356,P0053,3,9080.08
O000001357,P0231,3,305.73
O000001357,P0035,3,892.12
O000001358,P0209,3,1939.07
O000001359,P0016,2,640.95
O000001360,P0156,3,120.71
O000001360,P0060,3,559.15
O000001360,P0183,2,229.0
O000001361,P0061,3,919.94
O000001361,P0059,3,3044.59
O000001361,P0188,2,630.05
O000001361,P0081,1,970.59
O000001362,P0101,1,792.34
O000001362,P0124,1,2199.67
O000001362,P0239,3,1724.05
O000001363,P0142,1,1601.54
O000001363,P0074,1,1218.39
O000001363,P0226,1,879.87
O000001363,P0159,1,1103.2
O000001364,P0054,1,597.64
O000001364,P0007,2,284.57
O000001365,P0194,1,5639.7
O000001365,P0198,1,1551.7
O000001365,P0106,1,97.4
O000001366,P0195,2,711.58
O000001366,P0185,1,634.09
O000001366,P0201,3,770.58
O000001367,P0183,1,229.0
O000001368,P0182,1,719.4
O000001368,P0060,1,559.15
O000001368,P0014,1,1226.26
O000001369,P0103,1,307.09
O000001370,P0069,2,1341.24
O000001370,P0001,2,943.15
O000001371,P0049,1,158.35
O000001371,P0135,2,1234.43
O000001372,P0073,3,6894.23
O000001373,P0112,2,504.01
O000001373,P0030,3,1066.38
O000001373,P0203,3,100.64
O000001374,P0176,2,4160.75
O000001374,P0033,3,476.13
O000001375,P0047,1,354.69
O000001375,P0259,2,5328.55
O000001375,P0066,3,429.67
O000001375,P0241,1,321.57
O000001376,P0077,3,1289.72
O000001376,P0236,1,2584.97
O000001376,P0134,2,648.85
O000001376,P0234,2,1499.41
O000001377,P0129,1,1128.49
O000001377,P0159,2,1103.2
O000001377,P0143,1,1078.5
O000001377,P0146,2,770.46
O000001378,P0255,2,686.06
O000001379,P0070,1,595.87
O000001380,P0224,3,2831.87
O000001380,P0131,2,2208.18
O000001380,P0003,2,719.42
O000001380,P0088,3,1316.83
O000001381,P0231,2,305.73
O000001382,P0144,3,545.07
O000001383,P0020,2,482.13
O000001383,P0005,3,398.24
O000001383,P0208,3,921.83
O000001383,P0007,3,284.57
O000001384,P0014,2,1226.26
O000001384,P0221,3,243.98
O000001384,P0185,1,634.09
O000001384,P0186,3,172.55
O000001385,P0044,2,167.77
O000001386,P0228,1,1681.64
O000001387,P0234,1,1499.41
O000001387,P0131,2,2208.18
O000001387,P0247,2,600.94
O000001388,P0160,1,3159.95
O000001389,P0148,1,674.33
O000001390,P0177,2,760.45
O000001390,P0213,1,324.68
O000001390,P0062,1,6655.67
O000001390,P0041,3,704.42
O000001391,P0247,1,600.94
O000001392,P0114,2,1741.51
O000001392,P0229,3,616.91
O000001393,P0250,3,800.77
O000001393,P0083,2,1021.81
O000001393,P0081,1,970.59
O000001393,P0130,3,800.0
O000001394,P0208,1,921.83
O000001394,P0191,2,248.74
O000001395,P0214,3,2929.15
O000001395,P0059,2,3044.59
O000001396,P0021,2,744.77
O000001396,P0086,1,585.2
O000001396,P0036,1,7403.67
O000001396,P0169,3,1165.5
O000001397,P0211,2,771.56
O000001398,P0096,1,91.06
O000001399,P0200,3,2804.26
O000001400,P0168,2,708.49
O000001400,P0013,3,956.63
O000001401,P0120,3,651.07
O000001401,P0045,2,853.56
O000001402,P0181,1,586.45
O000001402,P0015,2,545.61
O000001402,P0085,3,10319.1
O000001403,P0024,3,704.04
O000001404,P0045,1,853.56
O000001404,P0005,1,398.24
O000001405,P0035,3,892.12
O000001405,P0005,2,398.24
O000001405,P0173,2,978.54
O000001406,P0001,2,943.15
O000001406,P0066,3,429.67
O000001406,P0123,1,2360.49
O000001406,P0072,3,620.23
O000001407,P0030,3,1066.38
O000001408,P0031,2,239.07
O000001408,P0191,2,248.74
O000001408,P0057,2,741.32
O000001408,P0174,3,7007.31
O000001409,P0200,3,2804.26
O000001409,P0237,1,405.01
O000001409,P0033,2,476.13
O000001410,P0133,2,229.05
O000001410,P0226,2,879.87
O000001410,P0207,1,1487.4
O000001411,P0168,2,708.49
O000001412,P0030,2,1066.38
O000001412,P0100,1,1753.54
O000001413,P0188,3,630.05
O000001414,P0044,2,167.77
O000001414,P0243,3,595.56
O000001415,P0118,3,710.39
O000001415,P0184,3,906.37
O000001415,P0208,2,921.83
O000001416,P0005,1,398.24
O000001417,P0171,3,173.11
O000001417,P0097,3,219.95
O000001417,P0237,2,405.01
O000001417,P0245,1,198.62
O000001418,P0124,3,2199.67
O000001418,P0140,1,4338.01
O000001418,P0206,2,176.45
O000001418,P0070,1,595.87
O000001419,P0174,3,7007.31
O000001419,P0170,1,962.11
O000001419,P0061,1,919.94
O000001419,P0060,1,559.15
O000001420,P0197,2,1000.71
O000001420,P0110,3,76.97
O000001421,P0005,1,398.24
O000001421,P0070,1,595.87
O000001421,P0122,1,932.72
O000001421,P0149,3,903.97
O000001422,P0196,2,1312.15
O000001422,P0203,2,100.64
O000001422,P0245,3,198.62
O000001422,P0060,3,559.15
O000001423,P0193,1,576.46
O000001423,P0133,2,229.05
O000001424,P0122,3,932.72
O000001424,P0021,3,744.77
O000001424,P0191,3,248.74
O000001424,P0244,3,1255.6
O000001425,P0027,3,662.73
O000001426,P0098,2,2521.17
O000001426,P0244,3,1255.6
O000001427,P0105,3,5475.98
O000001427,P0133,3,229.05
O000001427,P0114,2,1741.51
O000001427,P0117,1,3061.63
O000001428,P0220,3,1745.88
O000001428,P0236,2,2584.97
O000001428,P0140,3,4338.01
O000001429,P0044,3,167.77
O000001430,P0225,2,908.27
O000001430,P0009,3,2162.5
O000001430,P0125,1,3770.26
O000001431,P0018,2,955.65
O000001432,P0127,1,626.72
O000001432,P0086,2,585.2
O000001432,P0179,3,433.89
O000001432,P0114,2,1741.51
O000001433,P0260,1,1332.85
O000001433,P0212,2,1458.07
O000001434,P0128,2,3339.89
O000001435,P0103,3,307.09
O000001436,P0240,1,399.05
O000001437,P0068,3,416.34
O000001437,P0091,1,729.68
O000001437,P0162,2,4338.8
O000001437,P0174,2,7007.31
O000001438,P0180,2,178.8
O000001438,P0130,2,800.0
O000001438,P0013,1,956.63
O000001438,P0056,3,200.3
O000001439,P0121,1,85.69
O000001439,P0201,2,770.58
O000001439,P0047,1,354.69
O000001440,P0149,1,903.97
O000001440,P0197,2,1000.71
O000001440,P0119,2,171.2
O000001440,P0245,1,198.62
O000001441,P0139,1,274.85
O000001441,P0020,2,482.13
O000001441,P0131,2,2208.18
O000001441,P0087,1,334.17
O000001442,P0252,3,670.64
O000001443,P0047,1,354.69
O000001443,P0110,1,76.97
O000001443,P0203,3,100.64
O000001443,P0201,1,770.58
O000001444,P0229,1,616.91
O000001444,P0186,2,172.55
O000001444,P0087,3,334.17
O000001445,P0204,2,765.68
O000001445,P0100,1,1753.54
O000001446,P0166,3,189.39
O000001447,P0141,3,1529.69
O000001447,P0100,2,1753.54
O000001447,P0256,3,2055.29
O000001448,P0197,3,1000.71
O000001448,P0028,1,365.49
O000001449,P0177,3,760.45
O000001449,P0063,2,208.04
O000001449,P0258,1,590.38
O000001449,P0179,2,433.89
O000001450,P0198,2,1551.7
O000001451,P0029,3,251.38
O000001451,P0059,3,3044.59
O000001451,P0137,3,148.29
O000001451,P0032,2,813.55
O000001452,P0158,3,844.46
O000001453,P0122,1,932.72
O000001454,P0125,3,3770.26
O000001454,P0215,2,453.62
O000001454,P0139,3,274.85
O000001454,P0187,2,2001.2
O000001455,P0178,3,228.93
O000001455,P0200,2,2804.26
O000001456,P0181,2,586.45
O000001456,P0012,3,567.02
O000001456,P0157,2,560.9
O000001456,P0146,2,770.46
O000001457,P0077,1,1289.72
O000001457,P0188,2,630.05
O000001457,P0085,1,10319.1
O000001457,P0061,3,919.94
O000001458,P0043,1,727.81
O000001458,P0012,1,567.02
O000001459,P0120,2,651.07
O000001459,P0078,3,890.51
O000001459,P0034,2,677.28
O000001459,P0126,2,397.21
O000001460,P0228,2,1681.64
O000001460,P0048,1,1740.36
O000001460,P0073,2,6894.23
O000001461,P0251,3,145.62
O000001461,P0212,3,1458.07
O000001462,P0244,3,1255.6
O000001462,P0070,2,595.87
O000001463,P0034,3,677.28
O000001463,P0028,1,365.49
O000001463,P0033,3,476.13
O000001464,P0259,3,5328.55
O000001464,P0123,3,2360.49
O000001465,P0117,2,3061.63
O000001466,P0245,1,198.62
O000001466,P0138,3,825.36
O000001466,P0048,3,1740.36
O000001467,P0032,1,813.55
O000001467,P0234,1,1499.41
O000001467,P0212,3,1458.07
O000001467,P0192,1,1347.12
O000001468,P0088,3,1316.83
O000001468,P0203,3,100.64
O000001468,P0061,1,919.94
O000001469,P0113,3,1943.41
O000001470,P0185,2,634.09
O000001470,P0201,1,770.58
O000001471,P0056,1,200.3
O000001471,P0132,2,2635.21
O000001471,P0148,2,674.33
O000001471,P0122,1,932.72
O000001472,P0129,2,1128.49
O000001472,P0163,1,233.09
O000001472,P0015,3,545.61
O000001472,P0165,2,120.17
O000001473,P0098,3,2521.17
O000001473,P0010,3,559.04
O000001474,P0082,3,507.24
O000001474,P0091,2,729.68
O000001475,P0227,1,143.83
O000001475,P0194,2,5639.7
O000001476,P0132,1,2635.21
O000001476,P0253,2,719.13
O000001477,P0156,2,120.71
O000001478,P0179,3,433.89
O000001478,P0163,3,233.09
O000001478,P0171,3,173.11
O000001478,P0014,3,1226.26
O000001479,P0024,2,704.04
O000001479,P0121,3,85.69
O000001479,P0148,1,674.33
O000001479,P0144,2,545.07
O000001480,P0243,1,595.56
O000001480,P0160,2,3159.95
O000001480,P0060,3,559.15
O000001481,P0175,1,112.35
O000001481,P0148,3,674.33
O000001481,P0163,1,233.09
O000001481,P0188,1,630.05
O000001482,P0205,1,1049.59
O000001483,P0099,1,387.16
O000001484,P0121,3,85.69
O000001484,P0034,3,677.28
O000001484,P0206,2,176.45
O000001485,P0068,3,416.34
O000001485,P0222,2,179.33
O000001486,P0095,2,291.12
O000001486,P0108,2,240.39
O000001486,P0124,2,2199.67
O000001487,P0004,1,1607.47
O000001487,P0249,1,2110.11
O000001487,P0002,2,928.04
O000001488,P0143,2,1078.5
O000001488,P0060,3,559.15
O000001488,P0232,2,216.83
O000001489,P0114,2,1741.51
O000001489,P0214,1,2929.15
O000001489,P0215,2,453.62
O000001490,P0087,3,334.17
O000001490,P0242,3,2772.71
O000001490,P0145,1,1194.24
O000001490,P0046,2,1438.94
O000001491,P0109,3,980.42
O000001491,P0063,2,208.04
O000001491,P0054,2,597.64
O000001491,P0243,1,595.56
O000001492,P0087,1,334.17
O000001493,P0068,2,416.34
O000001493,P0017,3,361.9
O000001493,P0144,1,545.07
O000001493,P0184,3,906.37
O000001494,P0175,3,112.35
O000001494,P0055,1,3116.86
O000001494,P0186,2,172.55
O000001494,P0202,1,2946.54
O000001495,P0001,3,943.15
O000001495,P0180,2,178.8
O000001495,P0147,2,1813.55
O000001496,P0032,3,813.55
O000001496,P0147,2,1813.55
O000001496,P0106,1,97.4
O000001496,P0111,2,1653.8
O000001497,P0232,2,216.83
O000001497,P0082,1,507.24
O000001498,P0080,1,1165.32
O000001498,P0056,3,200.3
O000001498,P0051,2,226.69
O000001499,P0117,1,3061.63
O000001499,P0107,2,654.89
O000001499,P0032,1,813.55
O000001499,P0073,1,6894.23
O000001500,P0086,2,585.2
O000001500,P0132,2,2635.21
O000001501,P0057,1,741.32
O000001501,P0119,1,171.2
O000001501,P0053,1,9080.08
O000001501,P0198,1,1551.7
O000001502,P0050,3,1000.58
O000001502,P0092,3,177.89
O000001502,P0226,1,879.87
O000001502,P0219,1,863.53
O000001503,P0245,1,198.62
O000001503,P0137,1,148.29
O000001503,P0091,2,729.68
O000001504,P0090,2,1902.53
O000001505,P0132,2,2635.21
O000001505,P0198,1,1551.7
O000001505,P0167,2,569.78
O000001505,P0209,3,1939.07
O000001506,P0056,2,200.3
O000001506,P0064,1,855.65
O000001506,P0193,1,576.46
O000001507,P0082,1,507.24
O000001507,P0109,1,980.42
O000001507,P0185,1,634.09
O000001508,P0103,3,307.09
O000001508,P0058,2,653.68
O000001508,P0125,2,3770.26
O000001509,P0165,3,120.17
O000001510,P0116,3,1041.5
O000001511,P0037,3,6463.97
O000001512,P0004,1,1607.47
O000001512,P0133,3,229.05
O000001512,P0013,1,956.63
O000001513,P0201,1,770.58
O000001513,P0101,1,792.34
O000001513,P0108,3,240.39
O000001514,P0144,3,545.07
O000001514,P0080,3,1165.32
O000001514,P0105,1,5475.98
O000001515,P0072,2,620.23
O000001516,P0157,3,560.9
O000001516,P0047,1,354.69
O000001516,P0138,2,825.36
O000001517,P0216,3,402.74
O000001517,P0058,2,653.68
O000001517,P0174,2,7007.31
O000001517,P0123,3,2360.49
O000001518,P0250,1,800.77
O000001518,P0098,3,2521.17
O000001518,P0139,2,274.85
O000001518,P0143,2,1078.5
O000001519,P0004,2,1607.47
O000001519,P0154,3,669.33
O000001519,P0120,1,651.07
O000001520,P0052,1,111.31
O000001520,P0138,2,825.36
O000001520,P0002,1,928.04
O000001520,P0021,1,744.77
O000001521,P0181,3,586.45
O000001521,P0152,2,105.95
O000001522,P0001,2,943.15
O000001522,P0186,3,172.55
O000001523,P0005,1,398.24
O000001523,P0199,2,3427.05
O000001523,P0209,3,1939.07
O000001524,P0030,3,1066.38
O000001525,P0219,3,863.53
O000001525,P0224,2,2831.87
O000001526,P0033,3,476.13
O000001527,P0230,2,880.1
O000001528,P0037,2,6463.97
O000001528,P0217,3,1400.56
O000001529,P0169,1,1165.5
O000001529,P0188,1,630.05
O000001529,P0241,3,321.57
O000001529,P0186,2,172.55
O000001530,P0246,3,919.05
O000001531,P0124,1,2199.67
O000001531,P0025,2,1613.81
O000001531,P0082,3,507.24
O000001531,P0219,1,863.53
O000001532,P0040,3,459.96
O000001533,P0151,2,929.62
O000001533,P0070,2,595.87
O000001533,P0200,2,2804.26
O000001533,P0040,3,459.96
O000001534,P0084,2,913.73
O000001534,P0158,2,844.46
O000001534,P0074,2,1218.39
O000001534,P0252,2,670.64
O000001535,P0218,3,338.72
O000001535,P0134,2,648.85
O000001535,P0242,3,2772.71
O000001536,P0025,3,1613.81
O000001536,P0090,2,1902.53
O000001537,P0002,3,928.04
O000001537,P0058,1,653.68
O000001537,P0165,3,120.17
O000001537,P0139,3,274.85
O000001538,P0080,1,1165.32
O000001538,P0047,1,354.69
O000001538,P0254,1,275.2
O000001538,P0179,3,433.89
O000001539,P0029,2,251.38
O000001539,P0152,1,105.95
O000001539,P0184,1,906.37
O000001539,P0153,3,293.43
O000001540,P0174,2,7007.31
O000001540,P0258,2,590.38
O000001540,P0229,1,616.91
O000001541,P0089,3,141.21
O000001541,P0058,3,653.68
O000001541,P0132,3,2635.21
O000001541,P0127,1,626.72
O000001542,P0158,2,844.46
O000001543,P0058,2,653.68
O000001543,P0123,2,2360.49
O000001543,P0138,1,825.36
O000001543,P0146,1,770.46
O000001544,P0118,2,710.39
O000001544,P0217,3,1400.56
O000001544,P0049,1,158.35
O000001544,P0090,1,1902.53
O000001545,P0037,2,6463.97
O000001545,P0155,1,229.8
O000001545,P0055,3,3116.86
O000001546,P0029,1,251.38
O000001547,P0084,2,913.73
O000001547,P0040,3,459.96
O000001548,P0033,2,476.13
O000001548,P0089,3,141.21
O000001549,P0044,1,167.77
O000001549,P0243,1,595.56
O000001549,P0151,3,929.62
O000001550,P0159,1,1103.2
O000001550,P0067,3,204.08
O000001551,P0051,2,226.69
O000001551,P0008,1,635.96
O000001551,P0156,3,120.71
O000001551,P0114,2,1741.51
O000001552,P0252,3,670.64
O000001552,P0156,2,120.71
O000001552,P0231,1,305.73
O000001553,P0156,3,120.71
O000001553,P0220,1,1745.88
O000001553,P0006,1,3249.36
O000001554,P0058,2,653.68
O000001554,P0079,1,1858.97
O000001555,P0201,1,770.58
O000001555,P0015,3,545.61
O000001556,P0112,3,504.01
O000001556,P0214,1,2929.15
O000001556,P0213,2,324.68
O000001556,P0060,1,559.15
O000001557,P0013,1,956.63
O000001558,P0058,3,653.68
O000001559,P0121,2,85.69
O000001560,P0248,2,617.61
O000001560,P0232,1,216.83
O000001560,P0212,1,1458.07
O000001561,P0151,1,929.62
O000001561,P0109,2,980.42
O000001561,P0152,3,105.95
O000001561,P0171,3,173.11
O000001562,P0013,1,956.63
O000001562,P0121,1,85.69
O000001563,P0067,1,204.08
O000001563,P0123,2,2360.49
O000001563,P0146,3,770.46
O000001564,P0120,1,651.07
O000001564,P0055,3,3116.86
O000001565,P0252,3,670.64
O000001566,P0205,3,1049.59
O000001566,P0100,1,1753.54
O000001566,P0172,1,174.46
O000001566,P0227,1,143.83
O000001567,P0244,3,1255.6
O000001568,P0094,1,97.56
O000001568,P0191,2,248.74
O000001568,P0032,2,813.55
O000001569,P0101,1,792.34
O000001569,P0133,3,229.05
O000001570,P0141,3,1529.69
O000001570,P0235,3,1511.47
O000001570,P0195,2,711.58
O000001570,P0072,3,620.23
O000001571,P0165,3,120.17
O000001571,P0017,2,361.9
O000001571,P0242,1,2772.71
O000001572,P0172,2,174.46
O000001573,P0234,3,1499.41
O000001573,P0004,2,1607.47
O000001573,P0001,1,943.15
O000001574,P0142,3,1601.54
O000001574,P0130,3,800.0
O000001575,P0211,3,771.56
O000001575,P0194,3,5639.7
O000001575,P0224,1,2831.87
O000001576,P0232,2,216.83
O000001577,P0100,3,1753.54
O000001577,P0081,2,970.59
O000001578,P0015,1,545.61
O000001578,P0014,3,1226.26
O000001578,P0210,1,3531.38
O000001578,P0220,1,1745.88
O000001579,P0106,1,97.4
O000001579,P0134,1,648.85
O000001579,P0202,3,2946.54
O000001580,P0245,3,198.62
O000001580,P0120,1,651.07
O000001581,P0236,1,2584.97
O000001581,P0068,2,416.34
O000001581,P0011,3,3183.21
O000001582,P0033,3,476.13
O000001582,P0074,2,1218.39
O000001582,P0139,3,274.85
O000001582,P0030,1,1066.38
O000001583,P0213,2,324.68
O000001583,P0073,2,6894.23
O000001584,P0121,2,85.69
O000001585,P0183,3,229.0
O000001585,P0116,1,1041.5
O000001585,P0144,3,545.07
O000001586,P0221,1,243.98
O000001587,P0149,3,903.97
O000001587,P0134,1,648.85
O000001587,P0228,1,1681.64
O000001588,P0150,2,438.66
O000001588,P0241,2,321.57
O000001588,P0118,1,710.39
O000001589,P0084,2,913.73
O000001589,P0224,2,2831.87
O000001589,P0183,3,229.0
O000001590,P0136,3,73.57
O000001590,P0213,2,324.68
O000001590,P0210,2,3531.38
O000001591,P0111,2,1653.8
O000001592,P0087,1,334.17
O000001592,P0159,3,1103.2
O000001593,P0234,1,1499.41
O000001593,P0113,3,1943.41
O000001593,P0139,3,274.85
O000001593,P0174,1,7007.31
O000001594,P0096,1,91.06
O000001595,P0137,1,148.29
O000001596,P0214,2,2929.15
O000001596,P0171,1,173.11
O000001596,P0205,3,1049.59
O000001597,P0166,3,189.39
O000001597,P0035,3,892.12
O000001597,P0016,1,640.95
O000001597,P0137,2,148.29
O000001598,P0006,1,3249.36
O000001599,P0020,2,482.13
O000001599,P0133,2,229.05
O000001599,P0243,1,595.56
O000001600,P0098,2,2521.17
O000001600,P0138,3,825.36
O000001600,P0102,3,813.71
O000001600,P0037,3,6463.97
O000001601,P0207,1,1487.4
O000001601,P0206,3,176.45
O000001602,P0183,2,229.0
O000001603,P0243,3,595.56
O000001603,P0245,2,198.62
O000001603,P0166,1,189.39
O000001604,P0033,1,476.13
O000001605,P0033,1,476.13
O000001606,P0203,2,100.64
O000001607,P0167,1,569.78
O000001607,P0227,1,143.83
O000001607,P0187,2,2001.2
O000001607,P0204,3,765.68
O000001608,P0107,3,654.89
