payment_id,order_id,attempt_no,payment_ts,payment_method,payment_status,failure_reason,amount
PAY000001181,O000000877,2,2025-09-07T06:22:54,UPI,SUCCESS,,1528.89
PAY000001182,O000000878,1,2025-09-07T17:13:26,COD,SUCCESS,,3518.11
PAY000001183,O000000879,1,2025-09-07T03:47:08,Card,FAILED,CARD_DECLINED,9492.51
PAY000001184,O000000879,2,2025-09-07T03:59:28,Card,SUCCESS,,9492.51
PAY000001185,O000000880,1,2025-09-07T18:37:52,UPI,SUCCESS,,5477.64
PAY000001186,O000000881,1,2025-09-07T17:04:55,COD,SUCCESS,,4976.71
PAY000001187,O000000882,1,2025-09-07T18:01:20,UPI,SUCCESS,,3721.19
PAY000001188,O000000883,1,2025-09-07T10:33:58,COD,SUCCESS,,1601.54
PAY000001189,O000000884,1,2025-09-07T08:38:18,Card,SUCCESS,,8078.64
PAY000001190,O000000885,1,2025-09-08T12:19:20,Card,SUCCESS,,3999.67
PAY000001191,O000000886,1,2025-09-08T04:18:16,Wallet,SUCCESS,,3644.59
PAY000001192,O000000887,1,2025-09-08T06:48:02,NetBanking,FAILED,BANK_TIMEOUT,4379.23
PAY000001193,O000000887,2,2025-09-08T07:00:23,NetBanking,SUCCESS,,4379.23
PAY000001194,O000000888,1,2025-09-08T10:58:47,UPI,FAILED,CARD_DECLINED,5639.7
PAY000001195,O000000888,2,2025-09-08T11:12:32,UPI,SUCCESS,,5639.7
PAY000001196,O000000889,1,2025-09-08T10:47:54,COD,SUCCESS,,11796.27
PAY000001197,O000000890,1,2025-09-08T04:32:42,Card,FAILED,INSUFFICIENT_FUNDS,457.27
PAY000001198,O000000890,2,2025-09-08T04:36:18,Card,SUCCESS,,457.27
PAY000001199,O000000891,1,2025-09-08T20:06:24,Card,SUCCESS,,2941.83
PAY000001200,O000000892,1,2025-09-08T16:01:17,COD,SUCCESS,,22685.02
PAY000001201,O000000893,1,2025-09-08T01:30:40,UPI,SUCCESS,,664.77
PAY000001202,O000000894,1,2025-09-08T04:11:20,Card,FAILED,FRAUD_SUSPECTED,235.09
PAY000001203,O000000894,2,2025-09-08T04:03:27,Card,FAILED,CARD_DECLINED,235.09
PAY000001204,O000000894,3,2025-09-08T04:06:51,Card,FAILED,INSUFFICIENT_FUNDS,235.09
PAY000001205,O000000894,4,2025-09-08T04:07:14,Card,SUCCESS,,235.09
PAY000001206,O000000895,1,2025-09-08T13:28:46,Card,success,,8758.92
PAY000001207,O000000896,1,2025-09-08T06:15:10,Card,SUCCESS,,798.29
PAY000001208,O000000897,1,2025-09-08T12:46:39,Card,SUCCESS,,3405.77
PAY000001209,O000000898,1,2025-09-08T09:27:54,COD,SUCCESS,,3187.94
PAY000001210,O000000899,1,2025-09-08T10:22:31,COD,SUCCESS,,6602.37
PAY000001211,O000000900,1,2025-09-08T12:54:50,UPI,SUCCESS,,2759.82
PAY000001212,O000000901,1,2025-09-08T05:48:34,Card,SUCCESS,,6904.01
PAY000001213,O000000902,1,2025-09-08T02:36:29,COD,SUCCESS,,5221.08
PAY000001214,O000000903,1,2025-09-08T12:32:21,UPI,FAILED,CARD_DECLINED,22211.01
PAY000001215,O000000903,2,2025-09-08T12:37:37,UPI,SUCCESS,,22211.01
PAY000001216,O000000904,1,2025-09-08T20:41:23,COD,SUCCESS,,4487.02
PAY000001217,O000000905,1,2025-09-08T11:38:03,Card,FAILED,INSUFFICIENT_FUNDS,4220.22
PAY000001218,O000000905,2,2025-09-08T11:46:17,Card,SUCCESS,,4220.22
PAY000001219,O000000906,1,2025-09-08T02:34:00,COD,SUCCESS,,11269.34
PAY000001220,O000000907,1,2025-09-08T13:05:11,Card,FAILED,FRAUD_SUSPECTED,3728.57
PAY000001221,O000000907,2,2025-09-08T13:19:27,Card,SUCCESS,,3728.57
PAY000001222,O000000908,1,2025-09-08T03:54:07,UPI,SUCCESS,,9524.35
PAY000001223,O000000909,1,2025-09-08T13:04:58,COD,SUCCESS,,5573.68
PAY000001224,O000000910,1,2025-09-08T23:59:10,Card,SUCCESS,,555.64
PAY000001225,O000000911,1,2025-09-08T08:05:53,UPI,SUCCESS,,1544.91
PAY000001226,O000000912,1,2025-09-08T15:25:10,COD,SUCCESS,,8594.28
PAY000001227,O000000913,1,2025-09-08T18:19:34,COD,SUCCESS,,4730.99
PAY000001228,O000000914,1,2025-09-08T22:23:04,UPI,SUCCESS,,945.82
PAY000001229,O000000915,1,2025-09-08T05:17:06,UPI,SUCCESS,,27240.24
PAY000001230,O000000916,1,2025-09-08T03:15:46,Card,FAILED,INSUFFICIENT_FUNDS,1118.3
PAY000001231,O000000916,2,2025-09-08T03:12:33,Card,SUCCESS,,1118.3
PAY000001232,O000000917,1,2025-09-08T10:03:20,Card,SUCCESS,,7853.27
PAY000001233,O000000918,1,2025-09-09T20:01:22,UPI,FAILED,INSUFFICIENT_FUNDS,4249.99
PAY000001234,O000000918,2,2025-09-09T20:03:23,UPI,SUCCESS,,4249.99
PAY000001235,O000000919,1,2025-09-09T11:06:46,UPI,SUCCESS,,1225.65
PAY000001236,O000000920,1,2025-09-09T05:32:14,Card,SUCCESS,,13422.19
PAY000001237,O000000921,1,2025-09-09T01:29:20,NetBanking,SUCCESS,,7007.31
PAY000001238,O000000922,1,2025-09-09T19:11:59,COD,SUCCESS,,2110.11
PAY000001239,O000000923,1,2025-09-09T10:33:12,COD,SUCCESS,,1984.54
PAY000001240,O000000924,1,2025-09-09T20:28:15,Card,FAILED,CARD_DECLINED,2704.36
PAY000001241,O000000924,2,2025-09-09T20:38:11,Card,SUCCESS,,2704.36
PAY000001242,O000000925,1,2025-09-09T14:04:12,NetBanking,SUCCESS,,12672.61
PAY000001243,O000000926,1,2025-09-09T11:53:57,COD,SUCCESS,,4141.87
PAY000001244,O000000927,1,2025-09-09T15:33:21,COD,SUCCESS,,5501.99
PAY000001245,O000000928,1,2025-09-09T02:41:52,COD,SUCCESS,,1650.72
PAY000001246,O000000929,1,2025-09-09T07:27:56,Card,SUCCESS,,5969.47
PAY000001247,O000000930,1,2025-09-09T07:31:30,NetBanking,SUCCESS,,326.59
PAY000001248,O000000931,1,2025-09-09T20:54:25,Card,FAILED,UPI_PIN_ERROR,5418.01
PAY000001249,O000000932,1,2025-09-09T08:28:48,UPI,SUCCESS,,4096.6
PAY000001250,O000000933,1,2025-09-09T22:15:57,NetBanking,FAILED,CARD_DECLINED,3886.82
PAY000001251,O000000933,2,2025-09-09T22:18:04,NetBanking,SUCCESS,,3886.82
PAY000001252,O000000934,1,2025-09-09T08:20:23,Card,FAILED,INSUFFICIENT_FUNDS,8652.04
PAY000001253,O000000934,2,2025-09-09T08:30:55,Card,SUCCESS,,8652.04
PAY000001254,O000000935,1,2025-09-09T17:53:02,NetBanking,FAILED,CARD_DECLINED,5042.91
PAY000001255,O000000935,2,2025-09-09T17:54:29,NetBanking,SUCCESS,,5042.91
PAY000001256,O000000936,1,2025-09-09T00:05:31,COD,SUCCESS,,7708.32
PAY000001257,O000000937,1,2025-09-09T21:25:42,NetBanking,SUCCESS,,501.54
PAY000001258,O000000938,1,2025-09-09T07:06:29,UPI,FAILED,BANK_TIMEOUT,10819.32
PAY000001259,O000000938,2,2025-09-09T07:18:57,UPI,SUCCESS,,10819.32
PAY000001260,O000000939,1,2025-09-09T19:23:23,Wallet,FAILED,INSUFFICIENT_FUNDS,484.34
PAY000001261,O000000939,2,2025-09-09T19:22:21,Wallet,FAILED,UPI_PIN_ERROR,484.34
PAY000001262,O000000939,3,2025-09-09T19:36:23,Wallet,SUCCESS,,484.34
PAY000001263,O000000940,1,2025-09-10T15:03:08,Card,SUCCESS,,2755.8
PAY000001264,O000000941,1,2025-09-10T05:33:56,COD,SUCCESS,,3928.47
PAY000001265,O000000942,1,2025-09-10T02:59:22,COD,SUCCESS,,6519.27
PAY000001266,O000000943,1,2025-09-10T16:53:43,Card,SUCCESS,,859.34
PAY000001267,O000000944,1,2025-09-10T13:09:47,UPI,SUCCESS,,835.9
PAY000001268,O000000945,1,2025-09-10T06:23:52,Card,SUCCESS,,458.97
PAY000001269,O000000946,1,2025-09-10T22:04:56,UPI,SUCCESS,,2174.79
PAY000001270,O000000947,1,2025-09-10T18:29:07,Card,SUCCESS,,1494.93
PAY000001271,O000000948,1,2025-09-10T19:26:42,Wallet,FAILED,BANK_TIMEOUT,4071.46
PAY000001272,O000000948,2,2025-09-10T19:28:40,Wallet,SUCCESS,,4071.46
PAY000001273,O000000949,1,2025-09-10T11:39:57,Wallet,SUCCESS,,4427.57
PAY000001274,O000000950,1,2025-09-10T00:57:11,Card,FAILED,INSUFFICIENT_FUNDS,4129.79
PAY000001275,O000000950,2,2025-09-10T01:00:43,Card,SUCCESS,,4129.79
PAY000001276,O000000951,1,2025-09-10T16:07:16,Card,FAILED,BANK_TIMEOUT,4558.65
PAY000001277,O000000951,2,2025-09-10T16:15:34,Card,SUCCESS,,4558.65
PAY000001278,O000000952,1,2025-09-10T09:44:04,UPI,SUCCESS,,8791.45
PAY000001279,O000000953,1,2025-09-10T01:02:16,UPI,FAILED,FRAUD_SUSPECTED,9707.81
PAY000001280,O000000953,2,2025-09-10T01:05:15,UPI,SUCCESS,,9707.81
PAY000001281,O000000954,1,2025-09-10T08:33:05,Wallet,SUCCESS,,1599.87
PAY000001282,O000000955,1,2025-09-10T01:55:35,UPI,SUCCESS,,522.14
PAY000001283,O000000956,1,2025-09-10T01:23:56,Card,FAILED,CARD_DECLINED,8524.29
PAY000001284,O000000956,2,2025-09-10T01:33:32,Card,SUCCESS,,8524.29
PAY000001285,O000000957,1,2025-09-10T04:46:20,COD,SUCCESS,,9439.42
PAY000001286,O000000958,1,2025-09-10T06:44:13,UPI,SUCCESS,,3950.66
PAY000001287,O000000959,1,2025-09-10T13:14:34,NetBanking,SUCCESS,,607.0
PAY000001288,O000000960,1,2025-09-10T10:05:20,NetBanking,FAILED,INSUFFICIENT_FUNDS,1093.71
PAY000001289,O000000960,2,2025-09-10T10:08:31,NetBanking,FAILED,INSUFFICIENT_FUNDS,1093.71
PAY000001290,O000000960,3,2025-09-10T10:23:36,NetBanking,SUCCESS,,1093.71
PAY000001291,O000000961,1,2025-09-10T04:16:34,COD,SUCCESS,,2322.43
PAY000001292,O000000962,1,2025-09-10T06:10:25,UPI,SUCCESS,,798.1
PAY000001293,O000000963,1,2025-09-10T17:29:24,COD,SUCCESS,,11017.77
PAY000001294,O000000964,1,2025-09-11T12:58:09,Card,FAILED,INSUFFICIENT_FUNDS,217.88
PAY000001295,O000000964,2,2025-09-11T13:00:41,Card,FAILED,UPI_PIN_ERROR,217.88
PAY000001296,O000000965,1,2025-09-11T13:10:01,COD,SUCCESS,,11241.03
PAY000001297,O000000966,1,2025-09-11T08:32:46,Card,FAILED,CARD_DECLINED,11576.53
PAY000001298,O000000967,1,2025-09-11T06:59:51,UPI,SUCCESS,,3061.63
PAY000001299,O000000968,1,2025-09-11T02:22:33,Card,FAILED,INSUFFICIENT_FUNDS,26814.31
PAY000001300,O000000968,2,2025-09-11T02:33:42,Card,SUCCESS,,26814.31
PAY000001301,O000000969,1,2025-09-11T16:11:27,COD,SUCCESS,,6955.51
PAY000001302,O000000970,1,2025-09-11T16:15:44,NetBanking,FAILED,BANK_TIMEOUT,7428.66
PAY000001303,O000000970,2,2025-09-11T16:26:52,NetBanking,SUCCESS,,7428.66
PAY000001304,O000000971,1,2025-09-11T08:55:05,Card,FAILED,UPI_PIN_ERROR,5758.62
PAY000001305,O000000971,2,2025-09-11T09:00:45,Card,SUCCESS,,5758.62
PAY000001306,O000000972,1,2025-09-11T22:19:38,COD,SUCCESS,,1002.51
PAY000001307,O000000973,1,2025-09-11T14:08:38,Card,SUCCESS,,3225.29
PAY000001308,O000000974,1,2025-09-11T07:58:42,Card,SUCCESS,,1843.66
PAY000001309,O000000975,1,2025-09-11T02:20:47,COD,SUCCESS,,2831.87
PAY000001310,O000000976,1,2025-09-11T19:15:42,UPI,SUCCESS,,3805.54
PAY000001311,O000000977,1,2025-09-11T02:18:57,Card,FAILED,CARD_DECLINED,2873.73
PAY000001312,O000000977,2,2025-09-11T02:16:41,Card,FAILED,UPI_PIN_ERROR,2873.73
PAY000001313,O000000977,3,2025-09-11T02:19:45,Card,FAILED,INSUFFICIENT_FUNDS,2873.73
PAY000001314,O000000977,4,2025-09-11T02:31:39,Card,SUCCESS,,2873.73
PAY000001315,O000000978,1,2025-09-11T05:38:49,COD,SUCCESS,,6043.26
PAY000001316,O000000979,1,2025-09-11T08:06:35,COD,SUCCESS,,7922.25
PAY000001317,O000000980,1,2025-09-11T19:54:37,NetBanking,FAILED,BANK_TIMEOUT,1792.92
PAY000001318,O000000980,2,2025-09-11T20:00:59,NetBanking,SUCCESS,,1792.92
PAY000001319,O000000981,1,2025-09-11T03:27:27,UPI,SUCCESS,,14907.74
PAY000001320,O000000982,1,2025-09-11T01:54:16,Card,SUCCESS,,7997.5
PAY000001321,O000000983,1,2025-09-11T19:42:24,NetBanking,SUCCESS,,570.7
PAY000001322,O000000984,1,2025-09-12T01:27:34,Card,SUCCESS,,4113.62
PAY000001323,O000000985,1,2025-09-12T13:13:01,Card,SUCCESS,,7627.11
PAY000001324,O000000986,1,2025-09-12T02:28:10,UPI,SUCCESS,,2549.18
PAY000001325,O000000987,1,2025-09-12T12:37:36,Card,FAILED,INSUFFICIENT_FUNDS,243.86
PAY000001326,O000000987,2,2025-09-12T12:34:20,Card,FAILED,CARD_DECLINED,243.86
PAY000001327,O000000987,3,2025-09-12T12:33:34,Card,FAILED,BANK_TIMEOUT,243.86
PAY000001328,O000000987,4,2025-09-12T12:38:32,Card,FAILED,INSUFFICIENT_FUNDS,243.86
PAY000001329,O000000987,5,2025-09-12T12:41:49,Card,FAILED,BANK_TIMEOUT,243.86
PAY000001330,O000000987,6,2025-09-12T12:40:15,Card,FAILED,CARD_DECLINED,243.86
PAY000001331,O000000987,7,2025-09-12T12:41:10,Card,SUCCESS,,243.86
PAY000001332,O000000988,1,2025-09-12T03:19:06,COD,SUCCESS,,9307.01
PAY000001333,O000000989,1,2025-09-12T01:52:22,COD,SUCCESS,,748.82
PAY000001334,O000000990,1,2025-09-12T11:59:07,Card,SUCCESS,,9122.3
PAY000001335,O000000991,1,2025-09-12T19:17:38,Card,SUCCESS,,6013.91
PAY000001336,O000000992,1,2025-09-12T05:58:40,COD,SUCCESS,,17220.42
PAY000001337,O000000993,1,2025-09-12T05:59:05,Card,SUCCESS,,6859.16
PAY000001338,O000000994,1,2025-09-12T17:08:10,UPI,SUCCESS,,903.97
PAY000001339,O000000995,1,2025-09-12T21:56:15,UPI,SUCCESS,,3998.2
PAY000001340,O000000996,1,2025-09-12T18:41:30,UPI,SUCCESS,,880.58
PAY000001341,O000000997,1,2025-09-12T10:54:29,Card,SUCCESS,,4454.87
PAY000001342,O000000998,1,2025-09-12T01:33:31,UPI,SUCCESS,,2473.56
PAY000001343,O000000999,1,2025-09-12T05:45:09,Card,SUCCESS,,8972.17
PAY000001344,O000001000,1,2025-09-12T03:38:23,Wallet,SUCCESS,,3935.29
PAY000001345,O000001001,1,2025-09-12T01:30:19,UPI,SUCCESS,,2620.45
PAY000001346,O000001002,1,2025-09-12T05:13:47,Wallet,SUCCESS,,1026.66
PAY000001347,O000001003,1,2025-09-12T00:41:39,Card,SUCCESS,,4589.97
PAY000001348,O000001004,1,2025-09-12T07:23:55,COD,SUCCESS,,3719.06
PAY000001349,O000001005,1,2025-09-13T00:03:02,Card,SUCCESS,,27374.52
PAY000001350,O000001006,1,2025-09-13T19:15:15,UPI,SUCCESS,,3531.38
PAY000001351,O000001007,1,2025-09-13T00:43:40,Wallet,FAILED,INSUFFICIENT_FUNDS,517.34
PAY000001352,O000001007,2,2025-09-13T00:46:13,Wallet,FAILED,FRAUD_SUSPECTED,517.34
PAY000001353,O000001007,3,2025-09-13T00:46:26,Wallet,FAILED,INSUFFICIENT_FUNDS,517.34
PAY000001354,O000001007,4,2025-09-13T00:46:24,Wallet,SUCCESS,,517.34
PAY000001355,O000001008,1,2025-09-13T00:41:25,COD,SUCCESS,,1533.35
PAY000001356,O000001009,1,2025-09-13T13:35:29,COD,SUCCESS,,2191.38
PAY000001357,O000001010,1,2025-09-13T16:48:01,Card,FAILED,INSUFFICIENT_FUNDS,2832.29
PAY000001358,O000001010,2,2025-09-13T17:00:33,Card,SUCCESS,,2832.29
PAY000001359,O000001011,1,2025-09-13T06:00:01,UPI,FAILED,INSUFFICIENT_FUNDS,3108.8
PAY000001360,O000001011,2,2025-09-13T06:06:52,UPI,SUCCESS,,3108.8
PAY000001361,O000001012,1,2025-09-13T21:36:09,COD,SUCCESS,,1606.19
PAY000001362,O000001013,1,2025-09-13T12:45:58,Card,SUCCESS,,5065.6
PAY000001363,O000001014,1,2025-09-13T11:05:03,Card,SUCCESS,,269.65
PAY000001364,O000001015,1,2025-09-13T10:29:34,UPI,SUCCESS,,14724.3
PAY000001365,O000001016,1,2025-09-13T12:55:57,UPI,SUCCESS,,1663.98
PAY000001366,O000001017,1,2025-09-13T08:20:19,Wallet,FAILED,BANK_TIMEOUT,1260.1
PAY000001367,O000001017,2,2025-09-13T08:14:33,Wallet,SUCCESS,,1260.1
PAY000001368,O000001018,1,2025-09-13T07:28:49,UPI,SUCCESS,,1988.11
PAY000001369,O000001019,1,2025-09-13T10:04:25,UPI,SUCCESS,,5944.81
PAY000001370,O000001020,1,2025-09-13T04:57:20,NetBanking,FAILED,BANK_TIMEOUT,1745.88
PAY000001371,O000001020,2,2025-09-13T04:55:13,NetBanking,FAILED,INSUFFICIENT_FUNDS,1745.88
PAY000001372,O000001020,3,2025-09-13T04:59:22,NetBanking,FAILED,CARD_DECLINED,1745.88
PAY000001373,O000001020,4,2025-09-13T04:59:19,NetBanking,FAILED,BANK_TIMEOUT,1745.88
PAY000001374,O000001020,5,2025-09-13T05:03:43,NetBanking,SUCCESS,,1745.88
PAY000001375,O000001021,1,2025-09-13T19:30:25,COD,SUCCESS,,794.42
PAY000001376,O000001022,1,2025-09-13T13:06:41,NetBanking,SUCCESS,,1951.12
PAY000001377,O000001023,1,2025-09-13T03:09:38,Card,FAILED,CARD_DECLINED,1111.22
PAY000001378,O000001023,2,2025-09-13T03:10:46,Card,FAILED,INSUFFICIENT_FUNDS,1111.22
PAY000001379,O000001023,3,2025-09-13T03:26:49,Card,SUCCESS,,1111.22
PAY000001380,O000001024,1,2025-09-13T19:01:41,UPI,SUCCESS,,8052.43
PAY000001381,O000001025,1,2025-09-13T17:38:29,Card,FAILED,UPI_PIN_ERROR,31271.7
PAY000001382,O000001025,2,2025-09-13T17:38:26,Card,FAILED,CARD_DECLINED,31271.7
PAY000001383,O000001025,3,2025-09-13T17:51:04,Card,SUCCESS,,31271.7
PAY000001384,O000001026,1,2025-09-13T14:52:40,COD,SUCCESS,,10907.37
PAY000001385,O000001027,1,2025-09-13T01:42:40,COD,SUCCESS,,2560.68
PAY000001386,O000001028,1,2025-09-13T08:26:28,Card,SUCCESS,,1968.33
PAY000001387,O000001029,1,2025-09-13T03:43:58,COD,SUCCESS,,15240.94
PAY000001388,O000001030,1,2025-09-13T19:42:17,Wallet,SUCCESS,,430.25
PAY000001389,O000001031,1,2025-09-13T13:40:20,Card,SUCCESS,,5545.42
PAY000001390,O000001032,1,2025-09-13T04:19:32,COD,SUCCESS,,6599.01
PAY000001391,O000001033,1,2025-09-13T03:22:54,Card,FAILED,INSUFFICIENT_FUNDS,2081.69
PAY000001392,O000001033,2,2025-09-13T03:26:50,Card,SUCCESS,,2081.69
PAY000001393,O000001034,1,2025-09-13T21:12:12,UPI,FAILED,CARD_DECLINED,20584.34
PAY000001394,O000001034,2,2025-09-13T21:27:02,UPI,SUCCESS,,20584.34
PAY000001395,O000001035,1,2025-09-13T22:02:22,Card,SUCCESS,,11405.63
PAY000001396,O000001036,1,2025-09-14T23:55:10,COD,SUCCESS,,6789.74
PAY000001397,O000001037,1,2025-09-14T19:44:47,UPI,SUCCESS,,4333.36
PAY000001398,O000001038,1,2025-09-14T17:15:08,UPI,SUCCESS,,20452.4
PAY000001399,O000001039,1,2025-09-14T19:16:35,UPI,SUCCESS,,384.25
PAY000001400,O000001040,1,2025-09-14T05:56:36,UPI,SUCCESS,,659.85
PAY000001401,O000001041,1,2025-09-14T13:31:15,UPI,SUCCESS,,6166.26
PAY000001402,O000001042,1,2025-09-14T03:09:25,Card,FAILED,UPI_PIN_ERROR,1326.39
PAY000001403,O000001042,2,2025-09-14T03:17:21,Card,SUCCESS,,1326.39
PAY000001404,O000001043,1,2025-09-14T00:21:14,UPI,SUCCESS,,9463.87
PAY000001405,O000001044,1,2025-09-14T01:44:58,COD,SUCCESS,,27492.3
PAY000001406,O000001045,1,2025-09-14T07:07:50,UPI,FAILED,INSUFFICIENT_FUNDS,12243.97
PAY000001407,O000001045,2,2025-09-14T07:15:53,UPI,SUCCESS,,12243.97
PAY000001408,O000001046,1,2025-09-14T18:39:35,Card,SUCCESS,,6227.57
PAY000001409,O000001047,1,2025-09-14T06:49:05,Wallet,SUCCESS,,20445.64
PAY000001410,O000001048,1,2025-09-14T20:53:36,NetBanking,SUCCESS,,3134.2
PAY000001411,O000001049,1,2025-09-14T00:59:18,UPI,FAILED,FRAUD_SUSPECTED,663.55
PAY000001412,O000001049,2,2025-09-14T00:58:26,UPI,SUCCESS,,663.55
PAY000001413,O000001050,1,2025-09-14T06:49:15,Card,SUCCESS,,6945.7
PAY000001414,O000001051,1,2025-09-14T18:59:04,UPI,SUCCESS,,654.96
PAY000001415,O000001052,1,2025-09-14T02:23:11,Card,SUCCESS,,10783.03
PAY000001416,O000001053,1,2025-09-14T16:31:00,COD,SUCCESS,,2440.97
PAY000001417,O000001054,1,2025-09-14T22:03:15,COD,SUCCESS,,1993.33
PAY000001418,O000001055,1,2025-09-14T03:27:49,NetBanking,FAILED,CARD_DECLINED,2360.49
PAY000001419,O000001055,2,2025-09-14T03:28:35,NetBanking,Failed,BANK_TIMEOUT,2360.49
PAY000001420,O000001055,3,2025-09-14T03:24:30,NetBanking,SUCCESS,,2360.49
PAY000001421,O000001056,1,2025-09-14T10:25:11,Card,SUCCESS,,3601.75
PAY000001422,O000001057,1,2025-09-14T08:03:12,Card,SUCCESS,,2544.62
PAY000001423,O000001058,1,2025-09-14T05:10:51,COD,success,,7905.63
PAY000001424,O000001059,1,2025-09-14T01:48:20,NetBanking,SUCCESS,,3655.06
PAY000001425,O000001060,1,2025-09-14T09:18:27,COD,SUCCESS,,3813.51
PAY000001426,O000001061,1,2025-09-14T13:53:51,COD,SUCCESS,,910.36
PAY000001427,O000001062,1,2025-09-14T03:07:05,UPI,SUCCESS,,17413.83
PAY000001428,O000001063,1,2025-09-14T02:36:43,COD,SUCCESS,,1031.94
PAY000001429,O000001064,1,2025-09-15T17:58:22,COD,SUCCESS,,3033.47
PAY000001430,O000001065,1,2025-09-15T04:00:30,Card,FAILED,BANK_TIMEOUT,8177.6
PAY000001431,O000001065,2,2025-09-15T04:02:25,Card,FAILED,BANK_TIMEOUT,8177.6
PAY000001432,O000001065,3,2025-09-15T04:20:21,Card,SUCCESS,,8177.6
PAY000001433,O000001066,1,2025-09-15T20:03:14,UPI,SUCCESS,,704.79
PAY000001434,O000001067,1,2025-09-15T20:18:10,COD,SUCCESS,,2215.27
PAY000001435,O000001068,1,2025-09-15T03:59:53,COD,SUCCESS,,4720.24
PAY000001436,O000001069,1,2025-09-15T04:05:23,Wallet,SUCCESS,,1626.7
PAY000001437,O000001070,1,2025-09-15T10:18:34,COD,SUCCESS,,4774.99
PAY000001438,O000001071,1,2025-09-15T11:48:12,UPI,FAILED,UPI_PIN_ERROR,22755.48
PAY000001439,O000001071,2,2025-09-15T11:48:06,UPI,FAILED,FRAUD_SUSPECTED,22755.48
PAY000001440,O000001071,3,2025-09-15T11:53:42,UPI,SUCCESS,,22755.48
PAY000001441,O000001072,1,2025-09-15T20:11:56,Card,SUCCESS,,4110.58
PAY000001442,O000001073,1,2025-09-15T16:26:05,NetBanking,FAILED,CARD_DECLINED,55761.97
PAY000001443,O000001073,2,2025-09-15T16:35:25,NetBanking,SUCCESS,,55761.97
PAY000001444,O000001074,1,2025-09-15T14:04:31,Card,FAILED,INSUFFICIENT_FUNDS,1939.07
PAY000001445,O000001074,2,2025-09-15T14:15:45,Card,SUCCESS,,1939.07
PAY000001446,O000001075,1,2025-09-15T23:37:10,Card,SUCCESS,,3059.38
PAY000001447,O000001076,1,2025-09-15T02:40:16,UPI,FAILED,UPI_PIN_ERROR,3770.38
PAY000001448,O000001076,2,2025-09-15T02:49:28,UPI,SUCCESS,,3770.38
PAY000001449,O000001077,1,2025-09-15T18:54:40,UPI,SUCCESS,,6491.02
PAY000001450,O000001078,1,2025-09-15T19:23:01,UPI,SUCCESS,,11909.03
PAY000001451,O000001079,1,2025-09-15T21:49:21,Card,SUCCESS,,11749.56
PAY000001452,O000001080,1,2025-09-15T03:46:41,COD,SUCCESS,,15217.2
PAY000001453,O000001081,1,2025-09-15T10:23:38,UPI,SUCCESS,,19866.93
PAY000001454,O000001082,1,2025-09-15T16:16:36,Card,SUCCESS,,5488.17
PAY000001455,O000001083,1,2025-09-15T14:10:53,COD,SUCCESS,,9111.6
PAY000001456,O000001084,1,2025-09-15T10:42:30,UPI,SUCCESS,,6233.72
PAY000001457,O000001085,1,2025-09-15T04:18:59,NetBanking,SUCCESS,,4280.82
PAY000001458,O000001086,1,2025-09-15T09:20:59,Card,FAILED,BANK_TIMEOUT,3583.19
PAY000001459,O000001086,2,2025-09-15T09:35:31,Card,SUCCESS,,3583.19
PAY000001460,O000001087,1,2025-09-15T02:29:53,UPI,SUCCESS,,4738.58
PAY000001461,O000001088,1,2025-09-15T00:28:26,NetBanking,FAILED,UPI_PIN_ERROR,4335.93
PAY000001462,O000001088,2,2025-09-15T00:33:47,NetBanking,FAILED,BANK_TIMEOUT,4335.93
PAY000001463,O000001088,3,2025-09-15T00:29:46,NetBanking,SUCCESS,,4335.93
PAY000001464,O000001089,1,2025-09-15T03:37:40,Card,SUCCESS,,1408.08
PAY000001465,O000001090,1,2025-09-15T05:16:06,Card,FAILED,CARD_DECLINED,537.95
PAY000001466,O000001090,2,2025-09-15T05:17:20,Card,SUCCESS,,537.95
PAY000001467,O000001091,1,2025-09-16T19:47:09,UPI,SUCCESS,,669.33
PAY000001468,O000001092,1,2025-09-16T20:49:42,UPI,SUCCESS,,1816.54
PAY000001469,O000001093,1,2025-09-16T09:05:13,Card,SUCCESS,,1992.4
PAY000001470,O000001094,1,2025-09-16T18:15:09,Wallet,SUCCESS,,7650.45
PAY000001471,O000001095,1,2025-09-16T10:48:51,UPI,SUCCESS,,765.68
PAY000001472,O000001096,1,2025-09-16T01:09:41,Card,SUCCESS,,210.21
PAY000001473,O000001097,1,2025-09-16T03:45:49,Card,FAILED,CARD_DECLINED,12633.78
PAY000001474,O000001097,2,2025-09-16T03:45:53,Card,SUCCESS,,12633.78
PAY000001475,O000001098,1,2025-09-16T05:18:35,Card,SUCCESS,,2931.16
PAY000001476,O000001099,1,2025-09-16T13:21:07,UPI,FAILED,INSUFFICIENT_FUNDS,2140.64
PAY000001477,O000001099,2,2025-09-16T13:20:37,UPI,SUCCESS,,2140.64
PAY000001478,O000001100,1,2025-09-16T19:05:56,Wallet,FAILED,BANK_TIMEOUT,14202.46
PAY000001479,O000001100,2,2025-09-16T19:11:11,Wallet,SUCCESS,,14202.46
PAY000001480,O000001101,1,2025-09-16T15:30:32,Card,SUCCESS,,241.21
PAY000001481,O000001102,1,2025-09-16T00:51:31,Card,FAILED,INSUFFICIENT_FUNDS,929.62
PAY000001482,O000001102,2,2025-09-16T00:49:39,Card,FAILED,CARD_DECLINED,929.62
