order_id,session_id,user_id,order_ts,channel,device,device_id,ip_hash,shipping_pincode,city_tier,payment_method,coupon_id,gross_amount,discount_amount,shipping_amount,net_amount,promo_flag,order_status
O000001436,S000032429,U001070,2025-09-30T10:09:52,organic,web,D717c6cc376,IPb67b6f95e9,576334,2,NetBanking,,399.05,0.0,62.46,461.51,0,PLACED
O000001437,S000032441,U002839,2025-09-30T21:03:51,organic,mobile,Df6f1438db7,IPa2bd3b33ff,571647,1,Card,,24670.92,0.0,0.0,24670.92,0,PLACED
O000001438,S000032504,U002138,2025-09-30T01:08:42,organic,mobile,Df3bffae9e2,IP94de4d95fe,565285,2,UPI,,3515.13,0.0,0.0,3515.13,0,PLACED
O000001439,S000032507,U000222,2025-09-30T06:04:47,referral,mobile,Ddc5e76387c,IPd158eebe50,572149,2,NetBanking,,1981.54,0.0,0.0,1981.54,0,PLACED
O000001440,S000032509,U002124,2025-09-30T12:23:55,email,web,D2279b9fc1e,IP875aa6f59e,568375,3,UPI,,3446.41,0.0,0.0,3446.41,0,PLACED
O000001441,S000032521,U002595,2025-09-30T20:46:36,search,web,Dae2880dff3,IP733f63893e,574081,2,Card,CPN014,5989.64,120.0,0.0,5869.64,0,PLACED
O000001442,S000032574,U002809,2025-09-30T23:54:28,organic,mobile,Da89e3779af,IPfac6636e1a,569539,2,Card,SHIPFREE,2011.92,80.0,0.0,22026.26,0,PLACED
O000001443,S000032632,U001619,2025-09-30T20:16:47,organic,web,D2e5353366f,IPb44790d80b,563966,2,COD,CPN008,1504.16,150.0,0.0,1354.16,0,PLACED
O000001444,S000032640,U001536,2025-09-30T17:34:13,referral,web,D6abcf7bcfc,IP6bbcf2a518,572788,2,UPI,CPN009,1964.52,80.0,0.0,1884.52,0,PLACED
O000001445,S000032741,U002411,2025-09-30T21:06:27,referral,mobile,D4033c37ec7,IPacc0549ee4,565894,1,Card,,3284.9,0.0,0.0,3284.9,0,PLACED
O000001446,S000032742,U002824,2025-09-30T22:50:40,search,web,D5e60491862,IP97ebee7577,577970,2,Card,,568.17,0.0,0.0,568.17,0,CANCELLED_PAYMENT_FAILED
O000001447,S000032744,U000335,2025-09-30T08:38:19,email,web,D952a392fdb,IPf51f8e1a05,577522,2,COD,,14262.02,0.0,0.0,14262.02,0,PLACED
O000001448,S000032763,U001743,2025-09-30T13:19:09,paid_social,web,D118e85900d,IP50a0c4e78d,578018,1,UPI,,3367.62,0.0,0.0,3367.62,0,PLACED
O000001449,S000032793,,2025-09-30T06:48:51,organic,web,D_G_32bf0cd6f1,IPa898587936,568655,,Card,,4155.59,0.0,0.0,4155.59,0,PLACED
O000001450,S000032827,U002692,2025-10-01T09:52:23,organic,mobile,D6e022e866d,IP49c4147b37,577080,1,COD,,3103.4,0.0,0.0,3103.4,0,PLACED
O000001451,S000032836,U000794,2025-10-01T20:52:09,organic,mobile,D80944ab314,IP3418fb4104,577548,1,NetBanking,,11959.88,0.0,0.0,11959.88,0,PLACED
O000001452,S000032847,U002332,2025-10-01T11:53:03,referral,mobile,De596e67759,IP7e5233d006,572495,1,NetBanking,,2533.38,0.0,0.0,2533.38,0,PLACED
O000001453,S000032863,U001791,2025-10-01T21:51:47,organic,mobile,Da0a669b74a,IP701214a314,575661,3,UPI,,932.72,0.0,0.0,932.72,0,PLACED
O000001454,S000032885,U001385,2025-10-01T23:31:33,referral,mobile,Df0e122aa06,IP1b2bca23e7,574573,3,COD,,17044.97,0.0,0.0,17044.97,0,PLACED
O000001455,S000032893,U002456,2025-10-01T11:19:57,paid_social,mobile,Dfc8d783de3,IP858e8afe39,563967,3,Card,FLASH40,6295.31,500.0,0.0,5795.31,0,PLACED
O000001456,S000032901,U001006,2025-10-01T10:36:30,organic,mobile,D898c821f37,IPe7a73e615f,,3,NetBanking,WELCOME20,5536.68,250.0,0.0,5286.68,0,PLACED
O000001457,S000032932,U002816,2025-10-01T14:13:35,search,web,D7e6fe528b9,IP57fb20b006,569190,3,Card,,15628.74,0.0,0.0,15628.74,0,PLACED
O000001458,S000032975,,2025-10-01T18:12:20,paid_social,mobile,D_G_e02250b950,IPb1e2380ab4,569327,,UPI,,1294.83,0.0,0.0,1294.83,0,PLACED
O000001459,S000033001,U001930,2025-10-01T22:42:41,ORGANIC,web,D_RING_02,IP_RING_SHAR,563967,3,UPI,,6122.65,0.0,0.0,6122.65,0,PLACED
O000001460,S000033005,U001536,2025-10-01T06:05:50,referral,web,D6abcf7bcfc,IP94a5f180d8,572788,2,COD,FLASH40,18892.1,500.0,0.0,18392.1,0,PLACED
O000001461,S000033061,U001096,2025-10-01T09:16:37,email,web,D2c82f54533,IP33b1225ffa,574621,2,UPI,,4811.07,0.0,0.0,4811.07,0,PLACED
O000001462,S000033085,U002061,2025-10-01T00:29:59,search,mobile,D93aef875d8,IP017a0c9765,563967,3,Card,,4958.54,0.0,0.0,4958.54,0,PLACED
O000001463,S000033114,U000644,2025-10-01T00:47:23,paid_social,mobile,D353062cc43,IP94d1812ac0,577080,3,COD,,3825.72,0.0,0.0,3825.72,0,PLACED
O000001464,S000033143,,2025-10-01T16:22:59,paid_social,mobile,D_G_7bd0bacda8,IPb4d51c7863,567540,,COD,CPN008,23067.12,150.0,0.0,22917.12,0,PLACED
O000001465,S000033166,U000537,2025-10-01T23:28:28,paid_social,mobile,D3f563789dd,IPff69a24eeb,576422,2,Wallet,,6123.26,0.0,0.0,6123.26,0,PLACED
O000001466,S000033170,U001431,2025-10-01T02:29:23,organic,web,Da160839eaa,IP31e615b678,568518,2,UPI,CPN008,7895.78,150.0,0.0,7745.78,0,PLACED
O000001467,S000033179,U002644,2025-10-01T22:14:51,search,web,D38500da29d,IP09c19dc1fe,563967,3,UPI,,8034.29,0.0,0.0,8034.29,0,PLACED
O000001468,S000033187,U001647,2025-10-01T07:17:39,search,mobile,D2b72fa03ee,IP092276025b,574621,3,COD,,5172.35,0.0,0.0,5172.35,0,PLACED
O000001469,S000033255,U002955,2025-10-01T05:05:32,referral,web,D82a1a04f1f,IP46239c6f8e,573634,2,Card,,5830.23,0.0,0.0,5830.23,0,PLACED
O000001470,S000033269,U000648,2025-10-01T01:33:55,email,mobile,D642660bdd4,IP883670d04f,572901,2,NetBanking,,2038.76,0.0,0.0,2038.76,0,PLACED
O000001471,S000033279,U000352,2025-10-01T14:09:59,email,mobile,D11178ca698,IPf6e706211b,579236,1,COD,,7752.1,0.0,0.0,7752.1,0,PLACED
O000001472,S000033289,,2025-10-01T05:45:43,search,mobile,D_G_1be0bbd2d6,IP0f3454a47f,563151,,Card,,4367.24,0.0,0.0,4367.24,0,PLACED
O000001473,S000033291,U001072,2025-10-01T17:20:59,organic,web,Db58d85fbe6,IPf0c61e702c,577899,1,COD,SHIPFREE,9240.63,80.0,0.0,9160.63,0,PLACED
O000001474,S000033299,U003112,2025-10-01T02:54:58,search,web,D87e46bacbd,IP4bb3bf3204,569190,2,Card,,2981.08,0.0,0.0,2981.08,0,PLACED
O000001475,S000033318,U000456,2025-10-01T14:42:27,organic,web,Dcd4da6b943,IP2c9a94a7ec,572901,2,Card,CPN008,11423.23,150.0,0.0,11273.23,0,PLACED
O000001476,S000033331,U002902,2025-10-01T06:40:40,search,mobile,D97ca847a71,IPbade3c5546,572163,1,Card,,4073.47,0.0,0.0,4073.47,0,PLACED
O000001477,S000033346,U001561,2025-10-01T21:40:30,search,web,D26bdde63d1,IPa0cbda6efa,565894,2,UPI,,241.42,0.0,47.68,289.1,0,PLACED
O000001478,S000033399,U000531,2025-10-02T23:09:54,search,web,D977bc38ab4,IP4e3ae33f27,579501,2,COD,,6199.05,0.0,0.0,6199.05,0,PLACED
O000001479,S000033403,U001333,2025-10-02T17:12:05,organic,web,Dbf552e2b6f,IPa679ec0e6d,577742,1,Card,FASHION30,3429.62,400.0,0.0,3029.62,0,PLACED
O000001480,S000033415,U000030,2025-10-02T06:45:03,organic,web,Dadfe24ed91,IP3003a548a2,569539,2,COD,,8592.91,0.0,0.0,8592.91,0,PLACED
O000001481,S000033447,U002653,2025-10-02T00:50:57,paid_social,mobile,Dca846b1ed6,IP627fc5779d,574360,2,UPI,,2998.48,0.0,0.0,2998.48,0,PLACED
O000001482,S000033456,U000020,2025-10-02T04:12:47,search,mobile,De1e6a22e8c,IP4b614645ca,571222,2,Card,,1049.59,0.0,0.0,1049.59,0,PLACED
O000001483,S000033461,U002914,2025-10-02T09:23:44,email,web,De140eb2f6d,IP8de979cafa,579236,2,NetBanking,,387.16,0.0,93.65,480.81,0,PLACED
O000001484,S000033466,U001481,2025-10-02T18:19:19,paid_social,web,D62315604ab,IPfc411a825a,568518,3,COD,,2641.81,0.0,0.0,2641.81,0,PLACED
O000001485,S000033491,U000941,2025-10-02T23:10:21,search,mobile,Dc4ad7071b5,IP190bfcb7f4,577899,2,Card,,1607.68,0.0,0.0,1607.68,0,PLACED
O000001486,S000033518,U002768,2025-10-02T09:39:42,organic,mobile,D06de9172ac,IP0ebcf5c29c,572769,2,Card,CPN008,5462.36,150.0,0.0,5312.36,0,PLACED
O000001487,S000033540,U001783,2025-10-02T02:19:35,paid_social,mobile,D9b307b2cc4,IP7a797f88c6,575588,2,Card,,5573.66,0.0,0.0,5573.66,0,PLACED
O000001488,S000033552,U001017,2025-10-02T19:22:54,paid_social,mobile,Defa9c8a6f0,IP50bf65ed26,576422,3,COD,,4268.11,0.0,0.0,4268.11,0,PLACED
O000001489,S000033576,U001271,2025-10-02T12:00:54,paid_social,web,D3bbb29b83b,IP5817b3a992,563966,2,UPI,,7319.41,0.0,0.0,7319.41,0,PLACED
O000001490,S000033599,U001134,2025-10-02T05:00:14,organic,web,Ddde4c26b79,IPa610d51d06,578600,3,Card,,13392.76,0.0,0.0,13392.76,0,PLACED
O000001491,S000033604,U000723,2025-10-02T01:37:44,search,mobile,Ddbafbada59,IP306a2f4b97,568518,2,COD,CPN008,5148.18,150.0,0.0,4998.18,0,PLACED
O000001492,S000033611,U001506,2025-10-02T01:25:51,organic,mobile,D7abc081eed,IP98637cd322,572788,1,NetBanking,,334.17,0.0,94.13,428.3,0,PLACED
O000001493,S000033622,U000542,2025-10-02T08:38:32,referral,web,D3537ac5e44,IP1b377df91c,578418,3,COD,,5182.56,0.0,0.0,5182.56,0,PLACED
O000001494,S000033645,,2025-10-02T18:13:04,organic,web,D_G_86511d4881,IP0f254701ae,569603,,UPI,,6745.55,0.0,0.0,6745.55,0,PLACED
O000001495,S000033664,U002786,2025-10-02T00:46:04,Paid_Social,mobile,D1007ea7f98,IP25bebab3bb,578896,1,Card,,6814.15,0.0,0.0,6814.15,0,PLACED
O000001496,S000033665,U002873,2025-10-02T07:28:53,search,mobile,Dd585b42b99,IP68d7e500e4,577899,1,UPI,FLASH40,9472.75,500.0,0.0,8972.75,0,PLACED
O000001497,S000033667,U001451,2025-10-02T15:25:38,search,web,D9e9e81e021,IP5e117c13dd,565894,1,NetBanking,,940.9,0.0,0.0,940.9,0,PLACED
O000001498,S000033677,U001154,2025-10-02T19:36:31,referral,mobile,D30f1640810,IP29af5a5470,569539,2,Wallet,,2219.6,0.0,0.0,2219.6,0,PLACED
O000001499,S000033712,U001744,2025-10-02T08:23:57,organic,mobile,D1da6ccd789,IPf30c6a4b0a,571631,2,Card,,12079.19,0.0,0.0,12079.19,0,PLACED
O000001500,S000033726,,2025-10-02T16:09:59,referral,web,D_G_07a3487553,IPd6a8534b26,566645,,Card,,6440.82,0.0,0.0,6440.82,0,PLACED
O000001501,S000033757,U001110,2025-10-02T13:49:55,email,web,D3992ae68e0,IP7ef3c4c2b2,578796,1,UPI,,11544.3,0.0,0.0,11544.3,0,PLACED
O000001502,S000033758,U000293,2025-10-02T14:08:50,search,web,De695a97e88,IP678d1e6709,569539,2,UPI,SHIPFREE,5278.81,80.0,0.0,5198.81,0,PLACED
O000001503,S000033761,,2025-10-02T04:06:44,search,web,D_G_db28d16a55,IP7bc746c9fd,561343,,NetBanking,,1806.27,0.0,0.0,1806.27,0,PLACED
O000001504,S000033787,U002610,2025-10-02T16:55:42,referral,web,D1c31c1e2de,IP9d81b9c756,575661,2,UPI,CPN014,3805.06,120.0,0.0,3685.06,0,PLACED
O000001505,S000033788,U000332,2025-10-02T12:00:43,email,mobile,De6273c635d,IPf8f22e4ecd,569190,2,Card,,13778.89,0.0,0.0,13778.89,0,PLACED
O000001506,S000033794,U001386,2025-10-02T18:07:55,search,web,D8442542c35,IP00f84fc468,578896,2,Card,,1832.71,0.0,0.0,1832.71,0,PLACED
O000001507,S000033823,U000125,2025-10-02T21:20:41,search,mobile,D_RING_04,IP_RING_SHAR,565285,2,COD,,2121.75,0.0,0.0,2121.75,0,PLACED
O000001508,S000033838,U002897,2025-10-02T13:01:41,search,mobile,D654bbe757b,IP8d15573c97,578418,3,Card,,9769.15,0.0,0.0,9769.15,0,PLACED
O000001509,S000033874,U003049,2025-10-02T18:50:45,search,web,D9cc05ff496,IP3c390bbd0c,563966,2,Card,,360.51,0.0,37.2,397.71,0,PLACED
O000001510,S000033881,U001715,2025-10-02T10:42:45,organic,mobile,D7a94bec852,IPb29b7f420a,577548,1,COD,,3124.5,0.0,0.0,3124.5,0,PLACED
O000001511,S000033883,U001154,2025-10-02T12:36:19,paid_social,mobile,D30f1640810,IP3c7a62480e,569539,2,NetBanking,FLAT150,19391.91,150.0,0.0,19241.91,0,PLACED
O000001512,S000033885,U001254,2025-10-02T14:11:35,referral,web,D186b2b381d,IPb36c48f9ef,571561,2,Card,,3251.25,0.0,0.0,3251.25,0,PLACED
O000001513,S000033904,U002904,2025-10-02T03:38:55,organic,web,Dd7aefb2e6a,IP61ef0bce3f,576422,2,Card,,2284.09,0.0,0.0,2284.09,0,PLACED
O000001514,S000033944,U002737,2025-10-02T20:44:24,organic,web,Db401de33be,IPd52fa05943,568375,3,UPI,,10607.15,0.0,0.0,10607.15,0,PLACED
O000001515,S000033972,U000626,2025-10-03T02:59:24,referral,web,D11bc1e81d3,IP2256604249,572276,2,COD,,1240.46,0.0,0.0,1240.46,0,PLACED
O000001516,S000034046,,2025-10-03T16:21:45,search,web,D_G_82c1e4fb9d,IP1c7d1c9fd2,563900,,COD,,3688.11,0.0,0.0,3688.11,0,PLACED
O000001517,S000034068,U002137,2025-10-03T13:53:29,search,web,D636f2ea8a5,IP3abf3f5119,573709,1,Wallet,,23611.67,0.0,0.0,23611.67,0,PLACED
O000001518,S000034077,U000843,2025-10-03T21:37:55,organic,web,D12d5723d98,IPd7407c6053,571647,2,COD,,11070.98,0.0,0.0,11070.98,0,PLACED
O000001519,S000034082,U000110,2025-10-03T15:52:15,organic,web,Dcc4a3c5bc6,IPe9e1a87b99,578796,1,UPI,CPN014,5874.0,120.0,0.0,5754.0,0,PLACED
O000001520,S000034102,U002902,2025-10-03T11:15:45,search,web,D97ca847a71,IP82729eadc2,572163,1,Card,,3434.84,0.0,0.0,3434.84,0,PLACED
O000001521,S000034117,U003013,2025-10-03T01:14:32,referral,mobile,D434e8d4c13,IPab4dbab66a,574573,1,NetBanking,,1971.25,0.0,0.0,1971.25,0,PLACED
O000001522,S000034154,U000751,2025-10-03T06:48:59,search,mobile,Deac786514c,IP4791f1fa96,568518,2,UPI,,2403.95,0.0,0.0,2403.95,0,PLACED
O000001523,S000034183,U000044,2025-10-03T00:52:48,organic,web,D7c1368fa19,IP17232e08d9,575139,2,UPI,,13069.55,0.0,0.0,13069.55,0,PLACED
O000001524,S000034231,U002031,2025-10-03T09:24:22,search,web,D356cf068c3,IP3ea87cc571,569539,2,COD,,3199.14,0.0,0.0,3199.14,0,PLACED
O000001525,S000034238,,2025-10-03T19:03:50,paid_social,mobile,D_G_0183e4d68b,IP5a3de051d9,565344,,COD,,8254.33,0.0,0.0,8254.33,0,PLACED
O000001526,S000034240,U000333,2025-10-03T03:25:16,search,web,D8b962f1938,IPccbfc4d4a4,577545,2,NetBanking,,1428.39,0.0,0.0,1428.39,0,PLACED
O000001527,S000034274,U002199,2025-10-03T04:19:38,paid_social,mobile,D5db462e7f3,IP29b184e99d,568518,3,NetBanking,,1760.2,0.0,0.0,1760.2,0,PLACED
O000001528,S000034317,U001548,2025-10-03T03:59:07,organic,mobile,Dd033aeefd5,IPc46c31d620,575139,3,COD,,17129.62,0.0,0.0,17129.62,0,PLACED
O000001529,S000034324,,2025-10-03T16:27:18,search,mobile,D_G_9d82b0a81a,IPaf31b49629,563395,,Card,,3105.36,0.0,0.0,3105.36,0,PLACED
O000001530,S000034345,U001276,2025-10-03T22:13:13,email,mobile,D8ab31f1120,IPb1487b28d6,578963,2,COD,CPN014,2757.15,120.0,0.0,2637.15,0,PLACED
O000001531,S000034378,U002769,2025-10-03T08:21:51,paid_social,mobile,D65fc30e1a7,IP2729af7f89,575588,1,UPI,FLASH40,7812.54,500.0,0.0,7312.54,0,PLACED
O000001532,S000034401,,2025-10-03T07:53:13,email,mobile,D_G_87b8a6335f,IPc8f4fc76e1,568630,,Card,,1379.88,0.0,0.0,1379.88,0,PLACED
O000001533,S000034425,U002707,2025-10-03T06:29:22,referral,mobile,D7ca5f6f193,IP9ba751d45d,575842,2,UPI,,10039.38,0.0,0.0,10039.38,0,PLACED
O000001534,S000034427,U000470,2025-10-03T23:38:46,referral,web,D2ee34a1d0c,IP29036dbab8,578796,1,NetBanking,,7294.44,0.0,0.0,7294.44,0,PLACED
O000001535,S000034429,U002372,2025-10-03T04:20:51,search,web,Db9a743abbd,IP6f5fdd7976,575139,2,NetBanking,,10631.99,0.0,0.0,10631.99,0,CANCELLED_PAYMENT_FAILED
O000001536,S000034452,U001772,2025-10-03T16:38:06,email,mobile,D599076681c,IPc93b86f27f,574597,2,COD,CPN008,8646.49,150.0,0.0,8496.49,0,PLACED
O000001537,S000034454,U001961,2025-10-03T07:52:56,organic,web,Dc1a5b68bc4,IP9a8fff9599,576074,3,NetBanking,,4622.86,0.0,0.0,4622.86,0,PLACED
O000001538,S000034456,U000120,2025-10-03T02:27:06,paid_social,web,D7502e8b31a,IPbbd3756484,577965,1,COD,,3096.88,0.0,0.0,3096.88,0,PLACED
O000001539,S000034463,U000310,2025-10-03T06:01:26,organic,mobile,Ddc22e3aada,IP3f960ae49f,,3,Card,,2395.37,0.0,0.0,2395.37,0,PLACED
O000001540,S000034473,U000042,2025-10-03T10:06:03,referral,mobile,D8f1bf124ea,IP36520cb44a,574081,1,NetBanking,,15812.29,0.0,0.0,15812.29,0,PLACED
O000001541,S000034504,U002051,2025-10-03T19:25:42,search,mobile,D6c8f3b0e58,IPa9b3714d88,569190,3,COD,,10917.02,0.0,0.0,10917.02,0,PLACED
O000001542,S000034571,U001736,2025-10-03T05:16:48,email,mobile,Db59a019a63,IPb047b23cb1,579260,1,COD,,1688.92,0.0,0.0,1688.92,0,PLACED
O000001543,S000034629,U003112,2025-10-04T12:41:17,organic,web,D87e46bacbd,IPeacf749a9f,569190,2,COD,,7624.16,0.0,0.0,7624.16,0,PLACED
O000001544,S000034630,U002325,2025-10-04T18:02:18,referral,web,D8d5f3565c2,IP2d1185c63e,571647,2,Card,,7683.34,0.0,0.0,7683.34,0,PLACED
O000001545,S000034638,U002296,2025-10-04T00:10:09,organic,web,D0568b2480e,IP44529909d6,565894,1,UPI,CPN014,22508.32,120.0,0.0,22388.32,0,PLACED
O000001546,S000034655,U002794,2025-10-04T14:04:50,organic,mobile,Da0580b9d02,IP684659c8ae,577522,1,Card,,251.38,0.0,85.61,336.99,0,PLACED
O000001547,S000034664,U003023,2025-10-04T22:33:14,search,web,Db0fa4728b3,IP0dd6c131fb,577522,2,Wallet,,3207.34,0.0,0.0,3207.34,0,PLACED
O000001548,S000034729,U003028,2025-10-04T16:00:37,email,mobile,D657275445a,IPec671655ac,572149,2,COD,CPN014,1375.89,120.0,0.0,1255.89,0,PLACED
O000001549,S000034772,U002359,2025-10-04T03:39:50,organic,web,D3cb0f6dc1f,IPb2fa990d7e,572901,1,COD,FLASH40,3552.19,500.0,0.0,3052.19,0,PLACED
O000001550,S000034812,U002225,2025-10-04T12:04:45,search,,D7d2e835503,IP0ff002f9aa,575439,1,COD,,1715.44,0.0,0.0,1715.44,0,PLACED
O000001551,S000034835,U000059,2025-10-04T09:06:16,referral,web,Db0a69f9188,IPd34765d0fd,569539,1,COD,,4934.49,0.0,0.0,4934.49,0,PLACED
O000001552,S000034852,U000645,2025-10-04T00:17:40,email,web,Db9412df6a4,IP7acf02617e,572149,1,COD,,2559.07,0.0,0.0,2559.07,0,PLACED
O000001553,S000034890,U001781,2025-10-04T08:56:26,search,mobile,D3b3f43d42a,IPb1eeaccb22,577934,2,Card,SHIPFREE,5357.37,80.0,0.0,5277.37,0,PLACED
O000001554,S000034898,U001729,2025-10-04T18:20:04,email,mobile,D4a8e8077d7,IPbcc37fdf7f,,2,Card,,3166.33,0.0,0.0,3166.33,0,PLACED
O000001555,S000034939,U002351,2025-10-04T15:43:54,organic,mobile,D155ef10efb,IP44831b2624,572495,2,COD,,2407.41,0.0,0.0,2407.41,0,PLACED
O000001556,S000034952,U000492,2025-10-04T02:18:17,referral,web,D4f7306ac09,IP8fd0dbe51c,578018,1,COD,,5649.69,0.0,0.0,5649.69,0,PLACED
O000001557,S000035026,U000470,2025-10-04T14:46:22,organic,web,D2ee34a1d0c,IPa390d3c1e9,578796,1,Card,,956.63,0.0,0.0,956.63,0,PLACED
O000001558,S000035038,,2025-10-04T18:24:31,paid_social,mobile,D_G_273c896c4c,IP336843ebab,569704,,UPI,,1961.04,0.0,0.0,1961.04,0,PLACED
O000001559,S000035052,U001866,2025-10-04T03:18:44,referral,mobile,Da77ffdf922,IP1d2a3deb63,563967,2,Card,,171.38,0.0,63.75,235.13,0,PLACED
O000001560,S000035082,U001434,2025-10-04T00:16:09,email,web,Dcc180cfefb,IP056ca2bd09,577742,2,Card,SHIPFREE,2910.12,80.0,0.0,2830.12,0,PLACED
O000001561,S000035096,U002936,2025-10-04T16:04:12,search,mobile,D9c5088c0b4,IPf8e324dd80,575588,1,COD,,3727.64,0.0,0.0,3727.64,0,PLACED
O000001562,S000035119,,2025-10-04T22:34:36,paid_social,mobile,D_G_bda41fac82,IP50203b07e7,569061,,COD,FASHION30,1042.32,312.7,0.0,729.62,0,PLACED
O000001563,S000035129,U001969,2025-10-04T14:22:41,email,mobile,D0b897dfc6c,IP2091281848,579266,3,Card,FLASH40,7236.44,500.0,0.0,6736.44,0,PLACED
O000001564,S000035141,,2025-10-04T01:38:17,search,mobile,D_G_ce66ac1282,IP3166c33b54,563128,,Card,CPN008,10001.65,150.0,0.0,9851.65,0,PLACED
O000001565,S000035160,U001761,2025-10-04T22:43:29,email,mobile,D4ce9f38333,IP29409cdde4,571631,2,Card,SHIPFREE,2011.92,80.0,0.0,1931.92,0,PLACED
O000001566,S000035162,U000562,2025-10-04T19:58:30,search,web,Dce60be2c27,IP17cc61ce20,575439,3,UPI,,5220.6,0.0,0.0,5220.6,0,PLACED
O000001567,S000035192,U000708,2025-10-04T10:34:14,email,web,D469de9981f,IP6c82800510,575588,2,Wallet,,3766.8,0.0,0.0,3766.8,0,PLACED
O000001568,S000035231,U002364,2025-10-04T02:10:13,search,web,D7f5e5844bd,IP2eebbf90f0,573709,3,Card,SHIPFREE,2222.14,80.0,0.0,2142.14,0,PLACED
O000001569,S000035248,U002122,2025-10-04T20:35:08,search,mobile,D853b785640,IP8daeaca0f6,571222,2,UPI,,1479.49,0.0,0.0,1479.49,0,PLACED
O000001570,S000035268,U003150,2025-10-04T20:52:57,Paid_Social,web,D1dc9b981e1,IP4eacdade19,576074,2,NetBanking,,12407.33,0.0,0.0,12407.33,0,PLACED
O000001571,S000035284,U000060,2025-10-04T01:29:27,organic,web,D799fcf8a09,IP2559451adb,575692,2,UPI,,3857.02,0.0,0.0,3857.02,0,PLACED
O000001572,S000035313,U003083,2025-10-05T03:35:13,referral,web,D806f59e288,IPe6ad3c02aa,574252,2,Card,,348.92,0.0,63.83,412.75,0,PLACED
O000001573,S000035332,U001894,2025-10-05T20:25:40,search,,Dc3af3f15ad,IP0d48b50631,573634,3,NetBanking,,8656.32,0.0,0.0,69849.92,0,CANCELLED_PAYMENT_FAILED
O000001574,S000035338,U000674,2025-10-05T09:40:43,organic,web,D1de4dd3eb4,IP00c48e35bf,578418,1,UPI,,7204.62,0.0,0.0,7204.62,0,PLACED
O000001575,S000035354,U001351,2025-10-05T13:11:35,search,web,D3a2d83aead,IP8af5fab599,565894,2,Card,,22065.65,0.0,0.0,22065.65,0,PLACED
O000001576,S000035365,U002347,2025-10-05T11:18:58,organic,web,D1d07e6897d,IP59e3984229,575618,1,UPI,,433.66,0.0,48.08,481.74,0,PLACED
O000001577,S000035388,U001099,2025-10-05T13:34:16,referral,web,D5e75dbad19,IPeedd642ad2,571222,2,Card,,7201.8,0.0,0.0,7201.8,0,PLACED
O000001578,S000035428,U002326,2025-10-05T13:02:57,referral,mobile,D0464955492,IPb0978d6921,565894,3,COD,,9501.65,0.0,0.0,9501.65,0,PLACED
O000001579,S000035440,U001180,2025-10-05T18:42:14,organic,mobile,Dd4d8471d1c,IP2b030c404d,573634,3,UPI,,9585.87,0.0,0.0,9585.87,0,PLACED
O000001580,S000035445,U001316,2025-10-05T17:07:45,referral,web,D_RING_05,IP_RING_SHAR,565894,2,COD,,1246.93,0.0,0.0,1246.93,0,PLACED
O000001581,S000035467,U002050,2025-10-05T11:14:55,paid_social,mobile,D8afe7d5438,IPc8510ac28b,569539,2,Card,,12967.28,0.0,0.0,12967.28,0,PLACED
O000001582,S000035479,U001205,2025-10-05T11:22:02,email,mobile,D2d7da38e86,IP34f5b61c63,563966,2,UPI,,5756.1,0.0,0.0,5756.1,0,PLACED
O000001583,S000035510,,2025-10-05T08:53:41,organic,web,D_G_8f7fb8372d,IP8eb90ce144,563346,,COD,,14437.82,0.0,0.0,14437.82,0,PLACED
O000001584,S000035547,U001010,2025-10-05T02:07:43,search,web,D03fd04f4ca,IP4951e8f301,575661,1,Card,,171.38,0.0,87.21,258.59,0,PLACED
O000001585,S000035551,U003173,2025-10-05T08:45:23,email,web,Dd63552e1ea,IPd04287739b,,1,NetBanking,,3363.71,0.0,0.0,3363.71,0,PLACED
O000001586,S000035553,U000615,2025-10-05T11:43:43,paid_social,web,Db2044316fe,IP51536e9801,578963,2,COD,,243.98,0.0,41.74,285.72,0,PLACED
O000001587,S000035582,,2025-10-05T09:18:43,organic,web,D_G_2b5448ea34,IP2dc9fe2c95,568307,,UPI,,5042.4,0.0,0.0,5042.4,0,PLACED
O000001588,S000035674,U001606,2025-10-05T00:16:18,paid_social,web,Df893973d66,IPc6f8215682,579501,3,COD,,2230.85,0.0,0.0,2230.85,0,PLACED
O000001589,S000035690,U001493,2025-10-05T09:34:48,search,mobile,D23cfc5680a,IPb3a781c9bb,577545,3,Card,SHIPFREE,8178.2,80.0,0.0,8098.2,0,PLACED
O000001590,S000035692,U002209,2025-10-05T10:38:38,paid_social,web,D_RING_02,IP_RING_SHAR,563967,2,Card,,7932.83,0.0,0.0,7932.83,0,PLACED
O000001591,S000035799,,2025-10-05T11:44:44,paid_social,web,D_G_73eb2699f6,IPaf074f30fc,564747,,NetBanking,,3307.6,0.0,0.0,3307.6,0,PLACED
O000001592,S000035802,U003165,2025-10-05T06:48:08,referral,web,Ddd4d77df8c,IP10c635fb26,569190,2,COD,,3643.77,0.0,0.0,3643.77,0,PLACED
O000001593,S000035806,,2025-10-05T14:13:24,paid_social,web,D_G_e08ee1659d,IP103ab32c65,564374,,UPI,,15161.5,0.0,0.0,15161.5,0,PLACED
O000001594,S000035901,U001010,2025-10-05T19:03:31,organic,web,D03fd04f4ca,IP8209f7c755,575661,1,Card,,91.06,0.0,85.25,176.31,0,PLACED
