rank,order_id,user_id,order_ts,net_amount,payment_method,coupon_id,shipping_pincode,risk_score,risk_band,reason_1,evidence_1,reason_2,evidence_2,reason_3,evidence_3,recommended_action,discount_pct,failed_attempts,device_orders_count,pincode_orders_count,days_since_signup,prior_refunds_count
1142,O000002432,U002448,2025-11-08 08:15:54,3078.33,cod,none,563967.0,19,Low,PINCODE_REUSE,pincode_orders_count=168,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,168,9999,0
1143,O000001332,U000910,2025-09-26 22:33:19,3069.16,cod,cpn014,579260.0,19,Low,PINCODE_REUSE,pincode_orders_count=64,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,3.762746303101757,0,2,64,9999,0
1144,O000001891,U002043,2025-10-17 11:39:24,3065.43,cod,none,565894.0,19,Low,PINCODE_REUSE,pincode_orders_count=127,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,127,9999,0
1145,O000003466,U002626,2025-12-20 09:17:42,3052.2,cod,cpn012,574597.0,19,Low,PINCODE_REUSE,pincode_orders_count=37,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,8.949346697691068,0,2,37,9999,0
1146,O000001549,U002359,2025-10-04 03:39:50,3052.19,cod,flash40,572901.0,19,Low,PINCODE_REUSE,pincode_orders_count=32,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,14.075823646820693,0,1,32,9999,0
1147,O000003003,U000238,2025-12-02 06:51:50,3050.08,cod,none,565285.0,19,Low,PINCODE_REUSE,pincode_orders_count=120,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,120,9999,0
1148,O000001064,U000441,2025-09-15 17:56:56,3033.47,cod,none,575661.0,19,Low,PINCODE_REUSE,pincode_orders_count=51,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,51,9999,0
1149,O000003632,U000950,2025-12-27 23:20:05,3031.25,cod,cpn014,568518.0,19,Low,PINCODE_REUSE,pincode_orders_count=164,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,3.8080126933756446,0,2,164,9999,0
1150,O000000816,U000621,2025-09-05 23:43:42,3026.89,cod,none,568518.0,19,Low,PINCODE_REUSE,pincode_orders_count=164,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,164,9999,1
1151,O000003046,U002066,2025-12-04 12:47:11,3025.14,cod,none,574360.0,19,Low,PINCODE_REUSE,pincode_orders_count=47,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,47,9999,0
1152,O000004490,U001066,2026-01-26 23:10:43,3016.49,cod,none,565285.0,19,Low,PINCODE_REUSE,pincode_orders_count=120,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,120,9999,0
1153,O000002484,U003081,2025-11-09 20:10:40,3009.6,cod,cpn013,569190.0,19,Low,PINCODE_REUSE,pincode_orders_count=95,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,9.064539521392314,0,2,95,9999,0
1154,O000001610,U000100,2025-10-06 00:48:28,3001.87,cod,none,572495.0,19,Low,PINCODE_REUSE,pincode_orders_count=40,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,40,9999,0
1155,O000002262,U002171,2025-11-02 18:40:16,2999.81,cod,none,572788.0,19,Low,PINCODE_REUSE,pincode_orders_count=39,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,39,9999,0
1156,O000003839,U002576,2026-01-03 09:54:09,2987.35,cod,none,569190.0,19,Low,PINCODE_REUSE,pincode_orders_count=95,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,95,9999,0
1157,O000004378,U000399,2026-01-23 03:11:46,2947.89,cod,none,568518.0,19,Low,PINCODE_REUSE,pincode_orders_count=164,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,164,9999,0
1158,O000002423,U002711,2025-11-07 12:56:42,2938.7,cod,none,569539.0,19,Low,PINCODE_REUSE,pincode_orders_count=138,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,138,9999,0
1159,O000003604,U002226,2025-12-26 07:40:40,2926.39,cod,cpn013,574252.0,19,Low,PINCODE_REUSE,pincode_orders_count=51,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,9.298317934285688,0,2,51,9999,0
1160,O000000747,U002037,2025-09-03 16:01:20,2877.88,cod,none,577548.0,19,Low,PINCODE_REUSE,pincode_orders_count=36,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,36,9999,0
1161,O000003876,U001600,2026-01-04 07:28:05,2874.5,cod,welcome20,575674.0,19,Low,PINCODE_REUSE,pincode_orders_count=44,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,8.001280204832774,0,1,44,9999,0
1162,O000002155,U001220,2025-10-29 07:01:20,2871.59,cod,none,572163.0,19,Low,PINCODE_REUSE,pincode_orders_count=61,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,61,9999,0
1163,O000004251,U000772,2026-01-18 07:47:00,2831.46,cod,none,572149.0,19,Low,PINCODE_REUSE,pincode_orders_count=54,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,54,9999,0
1164,O000004605,U001335,2026-01-30 13:53:49,2818.88,cod,none,575692.0,19,Low,PINCODE_REUSE,pincode_orders_count=45,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,45,9999,0
1165,O000002544,U000420,2025-11-12 00:08:48,2796.54,cod,cpn008,573828.0,19,Low,PINCODE_REUSE,pincode_orders_count=52,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,5.0907165692642895,0,1,52,9999,0
1166,O000001734,U003195,2025-10-12 16:44:09,2796.22,cod,none,579884.0,19,Low,PINCODE_REUSE,pincode_orders_count=42,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,42,9999,0
1167,O000003241,U001665,2025-12-12 07:12:23,2766.14,cod,flat150,579501.0,19,Low,PINCODE_REUSE,pincode_orders_count=40,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,5.143785963636863,0,1,40,9999,0
1168,O000001702,U000025,2025-10-10 09:03:32,2765.49,cod,none,569539.0,19,Low,PINCODE_REUSE,pincode_orders_count=138,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,138,9999,0
1169,O000002688,U000728,2025-11-19 23:41:06,2759.82,cod,none,575674.0,19,Low,PINCODE_REUSE,pincode_orders_count=44,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,44,9999,0
1170,O000004196,U002126,2026-01-16 19:33:32,2748.22,cod,none,574597.0,19,Low,PINCODE_REUSE,pincode_orders_count=37,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,37,9999,0
1171,O000000426,U001905,2025-08-21 23:30:26,2743.32,cod,flat150,574621.0,19,Low,PINCODE_REUSE,pincode_orders_count=36,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,5.184355688275061,0,2,36,9999,0
1172,O000000073,U001212,2025-08-06 05:28:52,2742.72,cod,none,574441.0,19,Low,PINCODE_REUSE,pincode_orders_count=39,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,39,9999,0
1173,O000003404,U000963,2025-12-18 04:26:36,2718.11,cod,none,575139.0,19,Low,PINCODE_REUSE,pincode_orders_count=63,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,63,9999,0
1174,O000001879,U001916,2025-10-17 16:29:01,2699.2,cod,none,569539.0,19,Low,PINCODE_REUSE,pincode_orders_count=138,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,138,9999,0
1175,O000004267,U002862,2026-01-18 11:29:59,2680.82,cod,none,575692.0,19,Low,PINCODE_REUSE,pincode_orders_count=45,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,45,9999,0
1176,O000004424,U003102,2026-01-24 09:38:18,2678.25,cod,none,576422.0,19,Low,PINCODE_REUSE,pincode_orders_count=61,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,61,9999,0
1177,O000000222,U002590,2025-08-13 20:44:20,2677.27,cod,none,575699.0,19,Low,PINCODE_REUSE,pincode_orders_count=36,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,36,9999,0
1178,O000004418,U000415,2026-01-24 03:26:29,2665.7,cod,none,577548.0,19,Low,PINCODE_REUSE,pincode_orders_count=36,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,36,9999,0
1179,O000000234,U001984,2025-08-13 21:10:14,2641.75,cod,none,568375.0,19,Low,PINCODE_REUSE,pincode_orders_count=124,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,124,9999,0
1180,O000001530,U001276,2025-10-03 22:13:13,2637.15,cod,cpn014,578963.0,19,Low,PINCODE_REUSE,pincode_orders_count=61,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,4.352320330776345,0,1,61,9999,0
1181,O000002521,U002149,2025-11-10 09:45:17,2619.63,cod,none,577522.0,19,Low,PINCODE_REUSE,pincode_orders_count=68,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,68,9999,0
1182,O000002825,U000278,2025-11-24 07:53:55,2603.02,cod,cpn008,577934.0,19,Low,PINCODE_REUSE,pincode_orders_count=49,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,5.448561942884542,0,1,49,9999,0
1183,O000003591,U000575,2025-12-25 11:10:57,2578.9,cod,none,573828.0,19,Low,PINCODE_REUSE,pincode_orders_count=52,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,52,9999,0
1184,O000001666,U002996,2025-10-08 02:27:02,2562.14,cod,none,577742.0,19,Low,PINCODE_REUSE,pincode_orders_count=59,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,59,9999,0
1185,O000001027,U000590,2025-09-13 01:40:05,2560.68,cod,none,565894.0,19,Low,PINCODE_REUSE,pincode_orders_count=127,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,127,9999,0
1186,O000001198,U000827,2025-09-21 22:21:05,2517.65,cod,none,579884.0,19,Low,PINCODE_REUSE,pincode_orders_count=42,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,42,9999,0
1187,O000000520,U001992,2025-08-25 02:12:10,2511.2,cod,none,578896.0,19,Low,PINCODE_REUSE,pincode_orders_count=47,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,47,9999,0
1188,O000001104,U003065,2025-09-16 13:08:02,2499.46,cod,none,576088.0,19,Low,PINCODE_REUSE,pincode_orders_count=46,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,46,9999,1
1189,O000003676,U002554,2025-12-28 19:37:14,2495.04,cod,none,569190.0,19,Low,PINCODE_REUSE,pincode_orders_count=95,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,95,9999,0
1190,O000001958,U001597,2025-10-21 20:38:32,2468.86,cod,none,576422.0,19,Low,PINCODE_REUSE,pincode_orders_count=61,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,61,9999,0
1191,O000004104,U001573,2026-01-14 00:02:07,2454.64,cod,none,575438.0,19,Low,PINCODE_REUSE,pincode_orders_count=38,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,38,9999,0
1192,O000004022,U000202,2026-01-11 03:57:42,2452.52,cod,none,573634.0,19,Low,PINCODE_REUSE,pincode_orders_count=37,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,37,9999,0
1193,O000003337,U000894,2025-12-15 07:13:49,2442.87,cod,none,577626.0,19,Low,PINCODE_REUSE,pincode_orders_count=39,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,39,9999,0
1194,O000000511,U002499,2025-08-24 20:12:24,2441.13,cod,none,574597.0,19,Low,PINCODE_REUSE,pincode_orders_count=37,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,37,9999,0
1195,O000002133,U000747,2025-10-28 11:34:46,2440.87,cod,none,577970.0,19,Low,PINCODE_REUSE,pincode_orders_count=51,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,51,9999,0
1196,O000003549,U001554,2025-12-23 16:15:14,2434.97,cod,cpn008,579260.0,19,Low,PINCODE_REUSE,pincode_orders_count=64,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,5.802775273987707,0,2,64,9999,0
1197,O000001748,U003089,2025-10-12 17:06:45,2398.36,cod,shipfree,577522.0,19,Low,PINCODE_REUSE,pincode_orders_count=68,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,3.2279410577962846,0,2,68,9999,0
1198,O000003018,U000658,2025-12-02 16:07:13,2394.13,cod,none,571647.0,19,Low,PINCODE_REUSE,pincode_orders_count=66,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,17.276349023713518,0,1,66,9999,0
1199,O000000681,U001865,2025-09-01 15:14:51,2382.36,cod,none,569190.0,19,Low,PINCODE_REUSE,pincode_orders_count=95,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,95,9999,0
1200,O000004116,U000134,2026-01-14 16:30:23,2364.7,cod,none,576422.0,19,Low,PINCODE_REUSE,pincode_orders_count=61,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,61,9999,0
1201,O000000195,U000277,2025-08-12 07:12:59,2356.89,cod,none,579884.0,19,Low,PINCODE_REUSE,pincode_orders_count=42,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,42,9999,0
1202,O000000652,U001942,2025-08-31 07:48:13,2304.7,cod,none,563967.0,19,Low,PINCODE_REUSE,pincode_orders_count=168,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,168,9999,0
1203,O000002703,U002655,2025-11-19 16:39:51,2290.85,cod,none,575842.0,19,Low,PINCODE_REUSE,pincode_orders_count=58,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,58,9999,0
1204,O000002836,U000994,2025-11-25 09:32:34,2283.82,cod,none,576074.0,19,Low,PINCODE_REUSE,pincode_orders_count=62,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,62,9999,0
1205,O000001625,U000567,2025-10-06 23:24:04,2272.67,upi,none,563967.0,19,Low,PINCODE_REUSE,pincode_orders_count=168,DEVICE_REUSE,device_orders_count=10,,,ALLOW,0.0,0,10,168,9999,0
1206,O000001130,U000979,2025-09-18 18:18:18,2268.63,cod,none,577965.0,19,Low,PINCODE_REUSE,pincode_orders_count=43,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,43,9999,0
1207,O000000530,U001959,2025-08-25 15:10:23,2259.65,cod,welcome20,565285.0,19,Low,PINCODE_REUSE,pincode_orders_count=120,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,9.961548423086883,0,1,120,9999,0
1208,O000001122,U000018,2025-09-18 22:33:42,2249.82,cod,none,573828.0,19,Low,PINCODE_REUSE,pincode_orders_count=52,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,52,9999,0
1209,O000001588,U001606,2025-10-05 00:16:18,2230.85,cod,none,579501.0,19,Low,PINCODE_REUSE,pincode_orders_count=40,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,40,9999,0
1210,O000000812,U003133,2025-09-05 20:02:12,2229.64,cod,cpn014,572149.0,19,Low,PINCODE_REUSE,pincode_orders_count=54,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,5.107165352990246,0,1,54,9999,0
1211,O000001760,U000145,2025-10-12 21:40:13,2227.02,cod,flat150,572495.0,19,Low,PINCODE_REUSE,pincode_orders_count=40,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,6.310422293459879,0,1,40,9999,0
1212,O000000531,U001887,2025-08-25 01:43:51,2210.71,cod,none,572495.0,19,Low,PINCODE_REUSE,pincode_orders_count=40,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,40,9999,0
1213,O000003979,U000755,2026-01-09 15:24:34,2204.15,cod,none,577934.0,19,Low,PINCODE_REUSE,pincode_orders_count=49,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,49,9999,1
1214,O000002762,U000953,2025-11-22 15:57:52,2197.78,cod,cpn008,572163.0,19,Low,PINCODE_REUSE,pincode_orders_count=61,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,6.389014302873353,0,1,61,9999,0
1215,O000001417,U001218,2025-09-29 17:51:14,2187.82,cod,none,572788.0,19,Low,PINCODE_REUSE,pincode_orders_count=39,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,39,9999,0
1216,O000002880,U001901,2025-11-27 13:30:38,2176.33,cod,none,579501.0,19,Low,PINCODE_REUSE,pincode_orders_count=40,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,40,9999,0
1217,O000004043,U000567,2026-01-11 16:24:35,2165.78,card,none,563967.0,19,Low,PINCODE_REUSE,pincode_orders_count=168,DEVICE_REUSE,device_orders_count=10,,,ALLOW,0.0,0,10,168,9999,0
1218,O000004308,U002215,2026-01-20 00:20:41,2160.52,cod,none,565285.0,19,Low,PINCODE_REUSE,pincode_orders_count=120,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,120,9999,0
1219,O000000922,U002553,2025-09-09 19:11:09,2110.11,cod,none,563966.0,19,Low,PINCODE_REUSE,pincode_orders_count=132,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,132,9999,0
1220,O000000696,U001566,2025-09-01 09:07:10,2068.71,cod,none,568375.0,19,Low,PINCODE_REUSE,pincode_orders_count=124,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,124,9999,0
1221,O000004362,U000772,2026-01-22 21:50:16,2054.62,cod,none,572149.0,19,Low,PINCODE_REUSE,pincode_orders_count=54,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,54,9999,0
1222,O000002654,U001277,2025-11-17 13:06:33,2052.32,cod,none,569190.0,19,Low,PINCODE_REUSE,pincode_orders_count=95,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,95,9999,0
1223,O000003232,U002641,2025-12-11 08:30:27,2013.73,cod,flash40,575661.0,19,Low,PINCODE_REUSE,pincode_orders_count=51,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,19.890759946374512,0,1,51,9999,0
1224,O000002527,U002670,2025-11-11 02:47:06,2011.92,cod,none,577965.0,19,Low,PINCODE_REUSE,pincode_orders_count=43,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,43,9999,0
1225,O000000275,U000927,2025-08-15 00:10:29,2011.2,cod,flash40,578018.0,19,Low,PINCODE_REUSE,pincode_orders_count=42,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,19.910799617712648,0,2,42,9999,0
1226,O000004229,U002055,2026-01-17 13:27:37,2007.99,cod,none,572276.0,19,Low,PINCODE_REUSE,pincode_orders_count=35,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,35,9999,0
1227,O000001425,U001543,2025-09-29 03:17:27,1988.19,cod,none,579260.0,19,Low,PINCODE_REUSE,pincode_orders_count=64,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,64,9999,0
1228,O000003082,U000346,2025-12-05 01:37:43,1972.79,cod,none,565285.0,19,Low,PINCODE_REUSE,pincode_orders_count=120,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,120,9999,0
1229,O000002207,U001847,2025-10-31 21:11:29,1964.67,cod,none,578963.0,19,Low,PINCODE_REUSE,pincode_orders_count=61,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,61,9999,0
1230,O000003745,U002335,2025-12-30 19:22:34,1961.04,cod,none,576088.0,19,Low,PINCODE_REUSE,pincode_orders_count=46,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,46,9999,0
1231,O000004608,U000343,2026-01-30 01:25:43,1943.41,cod,none,572788.0,19,Low,PINCODE_REUSE,pincode_orders_count=39,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,39,9999,0
1232,O000000873,U001508,2025-09-07 20:46:44,1941.82,cod,none,572163.0,19,Low,PINCODE_REUSE,pincode_orders_count=61,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,61,9999,0
1233,O000004258,U001174,2026-01-18 14:23:40,1939.07,cod,none,574252.0,19,Low,PINCODE_REUSE,pincode_orders_count=51,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,51,9999,0
1234,O000000271,U001992,2025-08-15 19:45:21,1932.94,cod,none,578896.0,19,Low,PINCODE_REUSE,pincode_orders_count=47,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,47,9999,0
1235,O000001671,U000371,2025-10-09 05:02:19,1924.97,cod,none,573828.0,19,Low,PINCODE_REUSE,pincode_orders_count=52,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,52,9999,0
1236,O000001953,U002921,2025-10-20 23:51:39,1916.99,cod,none,568518.0,19,Low,PINCODE_REUSE,pincode_orders_count=164,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,164,9999,0
1237,O000001315,U002075,2025-09-26 05:53:09,1900.57,cod,none,574597.0,19,Low,PINCODE_REUSE,pincode_orders_count=37,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,37,9999,0
1238,O000002855,U000072,2025-11-26 08:32:32,1900.1,cod,none,573709.0,19,Low,PINCODE_REUSE,pincode_orders_count=56,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,56,9999,0
1239,O000002843,U001071,2025-11-25 23:09:49,1862.22,cod,none,579609.0,19,Low,PINCODE_REUSE,pincode_orders_count=47,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,47,9999,0
1240,O000000155,U000696,2025-08-10 15:27:36,1858.26,cod,beauty25,565894.0,19,Low,PINCODE_REUSE,pincode_orders_count=127,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,13.900086180534318,0,2,127,9999,0
1241,O000000331,U001052,2025-08-17 11:24:48,1852.83,cod,none,568375.0,19,Low,PINCODE_REUSE,pincode_orders_count=124,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,124,9999,0
1242,O000003530,U000784,2025-12-22 17:50:37,1850.73,cod,none,579260.0,19,Low,PINCODE_REUSE,pincode_orders_count=64,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,64,9999,0
1243,O000001970,U001802,2025-10-21 03:26:43,1839.88,cod,none,571541.0,19,Low,PINCODE_REUSE,pincode_orders_count=38,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,38,9999,0
1244,O000001896,U001405,2025-10-18 18:24:01,1838.26,cod,none,579260.0,19,Low,PINCODE_REUSE,pincode_orders_count=64,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,64,9999,0
1245,O000003096,U000971,2025-12-06 20:20:58,1816.54,cod,none,578600.0,19,Low,PINCODE_REUSE,pincode_orders_count=55,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,55,9999,1
1246,O000002037,U002627,2025-10-24 22:48:42,1816.04,cod,none,568375.0,19,Low,PINCODE_REUSE,pincode_orders_count=124,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,124,9999,0
1247,O000003480,U002445,2025-12-20 02:57:16,1812.74,cod,none,578963.0,19,Low,PINCODE_REUSE,pincode_orders_count=61,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,61,9999,0
1248,O000002421,U001029,2025-11-07 22:37:24,1794.12,cod,none,571561.0,19,Low,PINCODE_REUSE,pincode_orders_count=28,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,28,9999,0
1249,O000003994,U002223,2026-01-10 17:29:26,1745.88,cod,none,575674.0,19,Low,PINCODE_REUSE,pincode_orders_count=44,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,44,9999,0
1250,O000004071,U000262,2026-01-12 02:18:13,1741.51,cod,none,565894.0,19,Low,PINCODE_REUSE,pincode_orders_count=127,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=2,ALLOW,0.0,0,2,127,9999,0
1251,O000000581,U000775,2025-08-27 02:31:21,1740.1,cod,none,579260.0,19,Low,PINCODE_REUSE,pincode_orders_count=64,COD_ORDER,payment_method=cod,DEVICE_REUSE,device_orders_count=1,ALLOW,0.0,0,1,64,9999,0
