order_id,session_id,user_id,order_ts,channel,device,device_id,ip_hash,shipping_pincode,city_tier,payment_method,coupon_id,gross_amount,discount_amount,shipping_amount,net_amount,promo_flag,order_status,discount_pct,signup_date,city_tier_user,segment,home_pincode,primary_device_id,risk_profile,session_ts,user_id_session,channel_session,device_session,device_id_session,ip_hash_session,pincode,promo_flag_session,item_count,total_qty,top_category,payment_attempts,failed_attempts,success_attempts,payment_failed_attempts_score,refund_flag,refund_amount,rto_flag,delivered_flag,coupon_discount_pct,high_discount_flag,coupon_used_flag,cod_flag,days_since_signup,new_user_flag,new_user_plus_coupon,prior_refunds_count,refund_history_user_flag,device_orders_count,device_reuse_score,pincode_orders_count,pincode_reuse_score,coupon_orders_user,coupon_repeat_user_flag,coupon_users_per_device,coupon_device_reuse_flag,pincode_rto_rate,high_rto_pincode_flag,net_amount_z,value_outlier_flag,risk_score,risk_band,reason_1,reason_2,reason_3
O000000942,S000020980,U001185,2025-09-10 02:56:38,paid_social,mobile,D9542b7dede,IP58e962a838,579884.0,2.0,cod,none,6519.27,0.0,0.0,6519.27,0,PLACED,0.0,2025-07-12,2.0,regular,579884.0,D9542b7dede,normal,2025-09-10 02:53:19,U001185,paid_social,mobile,D9542b7dede,IP58e962a838,579884.0,0,2,2,fashion,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,1,9999,0,0,0,0,4,0.2,42,1.0,1,0,1,0,0.0,0,0.26422670589207664,0,16,Low,PINCODE_REUSE,COD_ORDER,DEVICE_REUSE
O000000961,S000021477,U001176,2025-09-10 04:13:10,email,web,D42c7868d1b,IP5ed7fed02c,577970.0,2.0,cod,cpn014,2442.43,120.0,0.0,2322.43,0,PLACED,4.913139782921108,2025-08-13,2.0,regular,577970.0,D42c7868d1b,rto_prone,2025-09-10 04:03:25,U001176,email,web,D42c7868d1b,IP5ed7fed02c,577970.0,0,3,3,books,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,1,1,9999,0,0,0,0,4,0.2,51,1.0,1,0,1,0,0.0,0,-0.40896715839034753,0,16,Low,PINCODE_REUSE,COD_ORDER,DEVICE_REUSE
O000000957,S000021308,U002781,2025-09-10 04:44:11,email,mobile,D0c3fd3ba5a,IPe7d8193f83,575139.0,2.0,cod,none,9439.42,0.0,0.0,9439.42,0,PLACED,0.0,2025-08-28,2.0,value,575139.0,D0c3fd3ba5a,normal,2025-09-10 04:41:56,U002781,email,mobile,D0c3fd3ba5a,IPe7d8193f83,575139.0,0,3,3,home,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,1,9999,0,0,0,0,1,0.05,63,1.0,0,0,0,0,0.0,0,0.5786249211652655,0,14,Low,PINCODE_REUSE,COD_ORDER,DEVICE_REUSE
O000000941,S000020958,U002316,2025-09-10 05:30:23,paid_social,mobile,Dcdedcabb6f,IP25310e4226,574573.0,1.0,cod,welcome20,4178.47,250.0,0.0,3928.47,0,PLACED,5.983051212525158,2025-07-07,1.0,regular,574573.0,Dcdedcabb6f,coupon_abuser,2025-09-10 05:23:22,U002316,paid_social,mobile,Dcdedcabb6f,IP25310e4226,574573.0,0,2,2,fashion,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,1,1,9999,0,0,0,0,9,0.45,50,1.0,5,1,1,0,0.0,0,-0.26453470068654683,0,28,Low,COUPON_REPEAT_USER,PINCODE_REUSE,COD_ORDER
O000000962,S000021492,U002852,2025-09-10 06:01:47,organic,mobile,D43af4a5c78,IP6ad7cd3f36,577970.0,2.0,upi,none,798.1,0.0,0.0,798.1,0,PLACED,0.0,2025-06-17,2.0,value,577970.0,D43af4a5c78,normal,2025-09-10 05:56:18,U002852,organic,mobile,D43af4a5c78,IP6ad7cd3f36,577970.0,0,1,1,books,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,2,0.1,51,1.0,0,0,0,0,0.0,0,-0.6958816858608811,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000945,S000021062,U000006,2025-09-10 06:14:12,organic,web,D4b57b30a93,IP1b48bfca69,578418.0,3.0,card,none,387.16,0.0,71.81,458.97,0,PLACED,0.0,2025-08-08,3.0,value,578418.0,D4b57b30a93,normal,2025-09-10 06:02:10,U000006,organic,web,D4b57b30a93,IP1b48bfca69,578418.0,0,1,1,sports,1,0,0,0.0,1.0,458.97,0.0,0.0,,0,0,0,9999,0,0,1,0,1,0.05,51,1.0,0,0,0,0,0.0,0,-0.9239866522574604,0,8,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000958,S000021340,U001071,2025-09-10 06:26:12,paid_social,mobile,D7a88bc23e6,IP3064fc4dd6,579609.0,2.0,upi,none,3950.66,0.0,0.0,3950.66,0,PLACED,0.0,2025-07-16,2.0,value,579609.0,D7a88bc23e6,normal,2025-09-10 06:25:44,U001071,paid_social,mobile,D7a88bc23e6,IP3064fc4dd6,579609.0,0,2,2,beauty,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,2,0.1,47,1.0,0,0,0,0,0.0,0,-0.32013513031926977,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000954,S000021249,U002519,2025-09-10 08:26:10,organic,web,D03622eff1c,IP5d98b341d3,578600.0,2.0,wallet,none,1599.87,0.0,0.0,1599.87,0,PLACED,0.0,2025-08-05,2.0,value,578600.0,D03622eff1c,normal,2025-09-10 08:24:59,U002519,organic,web,D03622eff1c,IP5d98b341d3,578600.0,0,3,3,books,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,4,0.2,55,1.0,0,0,0,0,0.0,0,-0.5449698356118866,0,10,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000952,S000021204,U000263,2025-09-10 09:41:01,search,mobile,De79e39575e,IPb54af76d27,575661.0,1.0,upi,none,8791.45,0.0,0.0,8791.45,0,PLACED,0.0,2025-08-01,1.0,value,575661.0,De79e39575e,normal,2025-09-10 09:29:56,U000263,search,mobile,De79e39575e,IPb54af76d27,575661.0,0,4,4,sports,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,5,0.25,51,1.0,4,1,1,0,0.0,0,1.2642871462799952,0,20,Low,COUPON_REPEAT_USER,PINCODE_REUSE,DEVICE_REUSE
O000000960,S000021423,U002808,2025-09-10 10:04:36,organic,web,D991e6e6acd,IPfee25aa59e,572163.0,1.0,netbanking,none,1093.71,0.0,0.0,1093.71,0,PLACED,0.0,2025-07-08,1.0,regular,572163.0,D991e6e6acd,coupon_abuser,2025-09-10 10:03:22,U002808,organic,web,D991e6e6acd,IPfee25aa59e,572163.0,0,2,2,beauty,3,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,5,0.25,61,1.0,2,0,1,0,0.0,0,-0.7456159027899519,0,10,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000949,S000021137,U001909,2025-09-10 11:32:23,organic,mobile,Dbd0cf46bc9,IP9de7792548,574360.0,2.0,wallet,none,4427.57,0.0,0.0,4427.57,0,PLACED,0.0,2025-07-01,2.0,value,574360.0,Dbd0cf46bc9,normal,2025-09-10 11:18:08,U001909,organic,mobile,Dbd0cf46bc9,IP9de7792548,574360.0,0,4,4,home,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,7,0.35,47,1.0,1,0,1,0,0.0,0,-0.3159338709455939,0,11,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000944,S000021005,U003032,2025-09-10 12:58:30,paid_social,web,Dbb114f4e07,IPde68fc261d,569539.0,2.0,upi,none,835.9,0.0,0.0,835.9,0,PLACED,0.0,2025-06-24,2.0,regular,569539.0,Dbb114f4e07,normal,2025-09-10 12:46:35,U003032,paid_social,web,Dbb114f4e07,IPde68fc261d,569539.0,0,2,2,beauty,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,1,0,4,0.2,138,1.0,0,0,0,0,0.0,0,-0.7840111137494251,0,10,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000959,S000021345,U002205,2025-09-10 13:11:52,email,web,D8fd7d68f67,IP803a5db21d,574081.0,3.0,netbanking,shipfree,687.0,80.0,0.0,607.0,0,PLACED,11.644832605531295,2025-09-02,3.0,value,574081.0,D8fd7d68f67,normal,2025-09-10 13:01:40,U002205,email,web,D8fd7d68f67,IP803a5db21d,574081.0,0,1,1,grocery,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,1,0,9999,0,0,0,0,1,0.05,43,1.0,1,0,1,0,0.0,0,-0.5758653349279567,0,8,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000940,S000020947,U002065,2025-09-10 14:58:29,referral,web,Dd34ce8f0f7,IP4aec585df6,568518.0,2.0,card,none,2755.8,0.0,0.0,2755.8,0,PLACED,0.0,2025-06-19,2.0,regular,568518.0,Dd34ce8f0f7,normal,2025-09-10 14:43:54,U002065,referral,web,Dd34ce8f0f7,IP4aec585df6,568518.0,0,2,2,home,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,1,0.05,164,1.0,0,0,0,0,0.0,0,-0.6143259919961384,0,8,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000951,S000021203,U000443,2025-09-10 15:58:12,search,web,D328c79956d,IP88fbb7b829,577080.0,1.0,card,none,4558.65,0.0,0.0,4558.65,0,PLACED,0.0,2025-07-19,1.0,regular,577080.0,D328c79956d,normal,2025-09-10 15:56:22,U000443,search,web,D328c79956d,IP88fbb7b829,577080.0,0,3,3,home,2,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,1,0.05,46,1.0,0,0,0,0,0.0,0,-0.2925375668922221,0,8,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000943,S000020981,U002101,2025-09-10 16:41:36,search,mobile,D0c1145f624,IP8b68cb4fc2,579609.0,3.0,card,none,859.34,0.0,0.0,859.34,0,PLACED,0.0,2025-08-30,3.0,value,579609.0,D0c1145f624,normal,2025-09-10 16:27:56,U002101,search,mobile,D0c1145f624,IP8b68cb4fc2,579609.0,0,1,1,grocery,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,1,0,2,0.1,47,1.0,0,0,0,0,0.0,0,-0.5045178126708304,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000963,S000021497,U002247,2025-09-10 17:24:49,organic,mobile,D23768dc8cc,IPc38d3e6ac2,573828.0,1.0,cod,none,11017.77,0.0,0.0,11017.77,0,PLACED,0.0,2025-06-30,1.0,regular,573828.0,D23768dc8cc,normal,2025-09-10 17:14:36,U002247,organic,mobile,D23768dc8cc,IPc38d3e6ac2,573828.0,0,3,3,beauty,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,1,9999,0,0,0,0,3,0.15,52,1.0,1,0,1,0,0.0,0,0.7323577106248431,0,15,Low,PINCODE_REUSE,COD_ORDER,DEVICE_REUSE
O000000947,S000021075,U001815,2025-09-10 18:15:06,email,mobile,D042aea368d,IP20e7ceb44f,565285.0,1.0,card,none,1494.93,0.0,0.0,1494.93,0,PLACED,0.0,2025-07-24,1.0,regular,565285.0,D042aea368d,normal,2025-09-10 18:06:38,U001815,email,mobile,D042aea368d,IP20e7ceb44f,565285.0,0,2,2,beauty,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,4,0.2,120,1.0,0,0,0,0,0.0,0,-0.6858628810252423,0,10,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000948,S000021121,U002079,2025-09-10 19:17:18,email,mobile,D1a27807672,IP7f818acda1,571541.0,2.0,wallet,none,4071.46,0.0,0.0,4071.46,0,PLACED,0.0,2025-05-27,2.0,regular,571541.0,D1a27807672,rto_prone,2025-09-10 19:06:56,U002079,email,mobile,D1a27807672,IP7f818acda1,571541.0,0,4,4,grocery,2,0,0,0.0,1.0,4071.46,0.0,0.0,,0,0,0,9999,0,0,1,0,2,0.1,38,1.0,0,0,0,0,0.0,0,0.4036885881873771,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000946,S000021073,U003061,2025-09-10 21:56:13,search,web,Dfe54fe6aaf,IPe3819850a9,572398.0,2.0,upi,none,2174.79,0.0,0.0,2174.79,0,PLACED,0.0,2025-08-30,2.0,value,572398.0,Dfe54fe6aaf,normal,2025-09-10 21:44:51,U003061,search,web,Dfe54fe6aaf,IPe3819850a9,572398.0,0,3,3,books,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,2,0.1,56,1.0,0,0,0,0,0.0,0,-0.43675645653166173,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000982,S000021824,,2025-09-11 01:51:30,paid_social,web,D_G_9eff0ccd98,IP08d58a89ec,565622.0,,card,none,7997.5,0.0,0.0,7997.5,0,PLACED,0.0,,,,,,,2025-09-11 01:51:07,,paid_social,web,D_G_9eff0ccd98,IP08d58a89ec,565622.0,0,4,4,electronics,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,1,0.05,1,0.05,0,0,0,0,0.0,0,-0.3097677333228277,0,1,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000977,S000021788,U003072,2025-09-11 02:12:30,paid_social,web,De554626c52,IP46ecda0937,565894.0,1.0,card,shipfree,2953.73,80.0,0.0,2873.73,0,PLACED,2.7084398370873437,2025-07-11,1.0,value,565894.0,De554626c52,normal,2025-09-11 01:59:21,U003072,paid_social,web,De554626c52,IP46ecda0937,565894.0,0,3,3,books,4,0,0,0.0,1.0,2479.26,0.0,0.0,,0,1,0,9999,0,0,1,0,3,0.15,127,1.0,1,0,1,0,0.0,0,-0.30519961527664824,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000968,S000021604,U001148,2025-09-11 02:16:40,email,web,D67b01b98ef,IPbca231661d,573709.0,2.0,card,flash40,27314.31,500.0,0.0,26814.31,0,PLACED,1.8305423054801675,2025-06-16,2.0,regular,573709.0,D67b01b98ef,normal,2025-09-11 02:10:30,U001148,email,web,D67b01b98ef,IPbca231661d,573709.0,0,4,4,electronics,2,0,0,0.0,0.0,0.0,0.0,0.0,,0,1,0,9999,0,0,0,0,4,0.2,56,1.0,1,0,1,0,0.0,0,1.3216804408107206,0,10,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000975,S000021767,U002015,2025-09-11 02:19:23,search,,Da90ef94894,IP19a3382897,569190.0,2.0,cod,none,2831.87,0.0,0.0,2831.87,0,PLACED,0.0,2025-08-12,2.0,regular,569190.0,Da90ef94894,coupon_abuser,2025-09-11 02:15:39,U002015,search,,Da90ef94894,IP19a3382897,569190.0,0,1,1,electronics,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,1,9999,0,0,1,0,3,0.15,95,1.0,1,0,1,0,0.0,0,-0.7576362950901773,0,15,Low,PINCODE_REUSE,COD_ORDER,DEVICE_REUSE
O000000981,S000021808,U002935,2025-09-11 03:23:11,organic,web,De9fbd296d3,IP2eca8548bf,565894.0,2.0,upi,none,14907.74,0.0,0.0,14907.74,0,PLACED,0.0,2025-08-05,2.0,premium,565894.0,De9fbd296d3,normal,2025-09-11 03:15:56,U002935,organic,web,De9fbd296d3,IP2eca8548bf,565894.0,0,4,4,electronics,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,4,0.2,127,1.0,0,0,0,0,0.0,0,0.289361366180468,0,10,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000978,S000021792,U001438,2025-09-11 05:36:56,referral,mobile,Dcd044c3d8b,IPbe9ab0a3cf,576422.0,2.0,cod,shipfree,6123.26,80.0,0.0,6043.26,0,PLACED,1.3064935998144778,2025-09-06,2.0,regular,576422.0,Dcd044c3d8b,rto_prone,2025-09-11 05:31:01,U001438,referral,mobile,Dcd044c3d8b,IPbe9ab0a3cf,576422.0,0,1,1,home,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,1,1,9999,0,0,0,0,4,0.2,61,1.0,1,0,1,0,0.0,0,-0.027551398440312454,0,16,Low,PINCODE_REUSE,COD_ORDER,DEVICE_REUSE
O000000967,S000021557,U003027,2025-09-11 06:40:25,organic,web,Da6dd4284d8,IP02ce0a8c4a,572149.0,2.0,upi,none,3061.63,0.0,0.0,3061.63,0,PLACED,0.0,2025-08-06,2.0,regular,572149.0,Da6dd4284d8,normal,2025-09-11 06:30:06,U003027,organic,web,Da6dd4284d8,IP02ce0a8c4a,572149.0,0,1,1,home,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,3,0.15,54,1.0,0,0,0,0,0.0,0,-0.5597387806088733,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000974,S000021716,,2025-09-11 07:45:52,search,mobile,D_G_3158b4b3f0,IP85cecac874,563328.0,,card,none,1843.66,0.0,0.0,1843.66,0,PLACED,0.0,,,,,,,2025-09-11 07:37:32,,search,mobile,D_G_3158b4b3f0,IP85cecac874,563328.0,0,1,1,electronics,1,0,0,0.0,1.0,1683.01,0.0,0.0,,0,0,0,9999,0,0,0,0,1,0.05,1,0.05,0,0,0,0,0.0,0,-0.8433157168497908,0,1,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000979,S000021802,U000567,2025-09-11 08:05:58,organic,mobile,D3ee6f3bb71,IP3de2634809,563967.0,2.0,cod,none,7922.25,0.0,0.0,7922.25,0,PLACED,0.0,2025-06-29,2.0,regular,563967.0,D3ee6f3bb71,normal,2025-09-11 08:03:32,U000567,organic,mobile,D3ee6f3bb71,IP3de2634809,563967.0,0,4,4,home,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,1,9999,0,0,0,0,10,0.5,168,1.0,1,0,1,0,0.0,0,0.3078271593354357,0,18,Low,PINCODE_REUSE,COD_ORDER,DEVICE_REUSE
O000000966,S000021540,U003038,2025-09-11 08:29:10,search,web,De66f50ee47,IPf7271a6003,577934.0,2.0,card,shipfree,11656.53,80.0,0.0,11576.53,0,CANCELLED_PAYMENT_FAILED,0.6863105915739932,2025-06-21,2.0,value,577934.0,De66f50ee47,normal,2025-09-11 08:21:37,U003038,search,web,De66f50ee47,IPf7271a6003,577934.0,0,3,3,electronics,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,1,0,9999,0,0,0,0,5,0.25,49,1.0,2,0,1,0,0.0,0,0.0005400159008289269,0,10,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000971,S000021646,U002556,2025-09-11 08:46:43,search,web,D7f5b0e6c42,IPa0ba021262,575618.0,3.0,card,none,5758.62,0.0,0.0,5758.62,0,PLACED,0.0,2025-07-17,3.0,regular,575618.0,D7f5b0e6c42,normal,2025-09-11 08:37:59,U002556,search,web,D7f5b0e6c42,IPa0ba021262,575618.0,0,2,2,books,2,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,4,0.2,36,1.0,0,0,0,0,0.0,0,0.23780409858745424,0,10,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000964,S000021535,U002846,2025-09-11 12:56:57,email,web,D66cb5c3dbb,IP420e28b609,575618.0,2.0,card,none,147.14,0.0,70.74,217.88,0,CANCELLED_PAYMENT_FAILED,0.0,2025-09-06,2.0,value,575618.0,D66cb5c3dbb,card_tester,2025-09-11 12:42:57,U002846,email,web,D66cb5c3dbb,IP420e28b609,575618.0,0,1,1,grocery,2,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,2,0.1,36,1.0,0,0,0,0,0.0,0,-0.6858865280035409,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000965,S000021539,U001767,2025-09-11 13:09:11,organic,mobile,D6186c0ea21,IP73195b31ab,571631.0,2.0,cod,none,11241.03,0.0,0.0,11241.03,0,PLACED,0.0,2025-07-03,2.0,value,571631.0,D6186c0ea21,rto_prone,2025-09-11 13:08:48,U001767,organic,mobile,D6186c0ea21,IP73195b31ab,571631.0,0,4,4,electronics,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,1,9999,0,0,0,0,3,0.15,42,1.0,1,0,1,0,0.0,0,-0.028548382314479905,0,15,Low,PINCODE_REUSE,COD_ORDER,DEVICE_REUSE
O000000973,S000021700,U000808,2025-09-11 13:54:57,organic,mobile,D7f86d7e70e,IPb5780d137b,579884.0,1.0,card,beauty25,3525.29,300.0,0.0,3225.29,0,PLACED,8.509938189482284,2025-08-28,1.0,regular,579884.0,D7f86d7e70e,normal,2025-09-11 13:54:24,U000808,organic,mobile,D7f86d7e70e,IPb5780d137b,579884.0,0,4,4,beauty,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,1,0,9999,0,0,0,0,3,0.15,42,1.0,3,1,1,0,0.0,0,-0.4281632679930333,0,19,Low,COUPON_REPEAT_USER,PINCODE_REUSE,DEVICE_REUSE
O000000969,S000021612,U001739,2025-09-11 16:09:31,organic,web,Dd174e618f3,IPdc672adf9a,578796.0,1.0,cod,none,6955.51,0.0,0.0,6955.51,0,PLACED,0.0,2025-08-09,1.0,value,578796.0,Dd174e618f3,normal,2025-09-11 16:06:04,U001739,organic,web,Dd174e618f3,IPdc672adf9a,578796.0,0,3,3,books,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,1,9999,0,0,0,0,1,0.05,52,1.0,0,0,0,0,0.0,0,0.46308676624091966,0,14,Low,PINCODE_REUSE,COD_ORDER,DEVICE_REUSE
O000000970,S000021621,U001329,2025-09-11 16:15:05,referral,mobile,D02ff370f04,IPf410941672,568375.0,2.0,netbanking,none,7428.66,0.0,0.0,7428.66,0,PLACED,0.0,2025-08-30,2.0,regular,568375.0,D02ff370f04,normal,2025-09-11 16:00:18,U001329,referral,mobile,D02ff370f04,IPf410941672,568375.0,0,3,3,books,2,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,2,0.1,124,1.0,0,0,0,0,0.0,0,0.5521446530978882,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000976,S000021776,U002711,2025-09-11 19:11:27,organic,web,D4fc7a19e0f,IPfe7562c046,569539.0,1.0,upi,none,3805.54,0.0,0.0,3805.54,0,PLACED,0.0,2025-06-07,1.0,regular,569539.0,D4fc7a19e0f,normal,2025-09-11 19:10:58,U002711,organic,web,D4fc7a19e0f,IPfe7562c046,569539.0,0,2,2,electronics,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,2,0.1,138,1.0,0,0,0,0,0.0,0,-0.6732175150892837,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000983,S000021958,,2025-09-11 19:33:28,organic,web,D_G_67167048f8,IPa26afa84b1,565979.0,,netbanking,none,476.13,0.0,94.57,570.7,0,PLACED,0.0,,,,,,,2025-09-11 19:29:11,,organic,web,D_G_67167048f8,IPa26afa84b1,565979.0,0,1,1,books,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,1,0.05,1,0.05,0,0,0,0,0.0,0,-0.7386836798823851,0,1,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000980,S000021804,U000824,2025-09-11 19:52:33,organic,web,D8c5c80e870,IP721cfb2afc,578896.0,2.0,netbanking,none,1792.92,0.0,0.0,1792.92,0,PLACED,0.0,2025-08-25,2.0,regular,578896.0,D8c5c80e870,normal,2025-09-11 19:48:08,U000824,organic,web,D8c5c80e870,IP721cfb2afc,578896.0,0,1,1,beauty,2,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,2,0.1,47,1.0,0,0,0,0,0.0,0,-0.6414837300465628,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000972,S000021672,U002555,2025-09-11 22:18:38,organic,web,D555df19996,IPff896ec002,579609.0,1.0,cod,none,1002.51,0.0,0.0,1002.51,0,PLACED,0.0,2025-07-19,1.0,value,579609.0,D555df19996,normal,2025-09-11 22:07:55,U002555,organic,web,D555df19996,IPff896ec002,579609.0,0,1,1,grocery,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,1,9999,0,0,0,0,4,0.2,47,1.0,1,0,1,0,0.0,0,-0.46403741019182293,0,16,Low,PINCODE_REUSE,COD_ORDER,DEVICE_REUSE
O000001003,S000022353,U000320,2025-09-12 00:22:39,paid_social,web,De872236a1c,IPb38be10ec3,578963.0,2.0,card,none,4589.97,0.0,0.0,4589.97,0,PLACED,0.0,2025-08-12,2.0,premium,578963.0,De872236a1c,normal,2025-09-12 00:08:29,U000320,paid_social,web,De872236a1c,IPb38be10ec3,578963.0,0,3,3,books,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,2,0.1,61,1.0,0,0,0,0,0.0,0,0.01783685886348445,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000984,S000021989,U002991,2025-09-12 01:08:58,search,mobile,D9f5f8cb87d,IPdc438ef447,577970.0,2.0,card,none,4113.62,0.0,0.0,4113.62,0,PLACED,0.0,2025-09-10,2.0,premium,577970.0,D9f5f8cb87d,normal,2025-09-12 01:02:10,U002991,search,mobile,D9f5f8cb87d,IPdc438ef447,577970.0,0,3,3,fashion,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,5,0.25,51,1.0,0,0,0,0,0.0,0,-0.22674707739334313,0,10,Low,PINCODE_REUSE,DEVICE_REUSE,
O000001001,S000022350,U002851,2025-09-12 01:21:42,search,mobile,Dff46ca38c6,IPdb428402cc,579260.0,2.0,upi,none,2620.45,0.0,0.0,2620.45,0,PLACED,0.0,2025-06-11,2.0,premium,579260.0,Dff46ca38c6,normal,2025-09-12 01:11:08,U002851,search,mobile,Dff46ca38c6,IPdb428402cc,579260.0,0,4,4,grocery,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,1,0,3,0.15,64,1.0,1,0,1,0,0.0,0,-0.006575215689585153,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000998,S000022289,U002549,2025-09-12 01:28:27,paid_social,web,D6665516d75,IP14d6e88b54,568375.0,2.0,upi,none,2473.56,0.0,0.0,2473.56,0,PLACED,0.0,2025-08-29,2.0,regular,568375.0,D6665516d75,normal,2025-09-12 01:14:24,U002549,paid_social,web,D6665516d75,IP14d6e88b54,568375.0,0,4,4,fashion,1,0,0,0.0,1.0,2445.14,0.0,0.0,,0,0,0,9999,0,0,1,0,3,0.15,124,1.0,0,0,0,0,0.0,0,-0.5614701098440676,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
O000000989,S000022079,U000008,2025-09-12 01:51:05,organic,web,D1229e43125,IP88c7437d91,572788.0,3.0,cod,beauty25,998.43,249.61,0.0,748.82,0,PLACED,25.000250393117195,2025-06-25,3.0,regular,572788.0,D1229e43125,normal,2025-09-12 01:41:54,U000008,organic,web,D1229e43125,IP88c7437d91,572788.0,0,2,2,beauty,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,1,1,9999,0,0,0,0,3,0.15,39,1.0,1,0,1,0,0.0,0,-0.7969797921185764,0,15,Low,PINCODE_REUSE,COD_ORDER,DEVICE_REUSE
O000000986,S000022029,U000488,2025-09-12 02:09:25,search,web,D5a7da47511,IP5977084879,578896.0,1.0,upi,none,2549.18,0.0,0.0,2549.18,0,PLACED,0.0,2025-08-16,1.0,regular,578896.0,D5a7da47511,normal,2025-09-12 02:06:21,U000488,search,web,D5a7da47511,IP5977084879,578896.0,0,2,2,beauty,1,0,0,0.0,0.0,0.0,0.0,0.0,,0,0,0,9999,0,0,0,0,2,0.1,47,1.0,0,0,0,0,0.0,0,-0.5288551964745093,0,9,Low,PINCODE_REUSE,DEVICE_REUSE,
